regio,jaar,met_schade,Q1,Q2,Q3,Q4,Q5,gemiddeld
CAN,2080,True,31286.19278346329,64331.874401128254,105988.79378845598,174619.88342958695,359060.1287437415,166763.071767979
CAN,2090,False,41308.09623353331,84939.29820856951,139940.17500920748,230555.85570675065,474077.82897799637,220182.27223966955
CAN,2090,True,37445.802854460926,76997.50182949315,126855.81478237304,208998.95920955317,429751.7082660879,199595.30237660333
CAN,2100,False,50354.33880928356,103540.53055451692,170586.29246931372,281046.3016036455,577898.2281674064,268400.96124192374
CAN,2100,True,44720.574532887775,91956.16749880424,151500.68866074496,249602.16686910577,513241.58744428935,238371.61753587032
CEU,2020,False,8019.459123195085,16089.908744699262,26061.582839555154,42213.1729197505,84694.75181168935,39779.404
CEU,2020,True,7942.644733983561,15935.791553788158,25811.951968326473,41808.83404293866,83883.50313146108,39398.376978786
CEU,2030,False,9775.675922550858,19613.508978013248,31768.924057648856,51457.62223944964,103242.42986129018,48490.87150671713
CEU,2030,True,9615.289783352657,19291.716909000803,31247.702290841597,50613.374800327176,101548.56696545755,47695.298522410485
CEU,2040,False,11916.494401266598,23908.75800071523,38726.14115551116,62726.55437608725,125851.94590761284,59110.10178737096
CEU,2040,True,11618.581817800663,23311.038602408134,37757.98690050824,61158.38934056218,122705.64490019855,57632.348134372274
CEU,2050,False,14526.14018104275,29144.642591876873,47206.94997649743,76463.3197699481,153412.8198068621,72054.88424412733
CEU,2050,True,14012.516314322802,28114.129060020256,45537.77868386274,73759.68442890009,147988.35847497685,69507.12497702171
CEU,2060,False,17707.283824752747,35527.15669223945,57545.00860632201,93208.36013384153,187009.37130022608,87834.50182695937
CEU,2060,True,16866.4999339544,33840.242915494775,54812.6349282984,88782.60582483142,178129.7222036345,83663.9110732735
CEU,2070,False,21585.080175637024,43307.40576611929,70147.04438965682,113620.47090001462,227963.3801017033,107069.7676100828
CEU,2070,True,20260.374294406374,40649.57106490873,65842.02437130132,106647.42726039316,213972.95579617805,100498.7495874041
CEU,2080,False,26312.09228924099,52791.4859733482,85508.85569011621,138502.72002429454,277886.08830712026,130517.44926682634
CEU,2080,True,24285.388415659712,48725.191741093404,78922.48744742334,127834.46924100124,256481.7543075516,120464.26850524977
CEU,2090,False,32074.293678971844,64352.52682474295,104234.8179463886,168834.04286371116,338741.5910405499,159100.04236821012
CEU,2090,True,29045.03766397044,58274.75373594081,94390.36268271168,152888.51511488948,306749.1483554138,144073.84209846414
CEU,2100,False,39098.38501993979,78445.37111192459,127061.66144581711,205807.75615601958,412924.1092985764,193942.06386777762
CEU,2100,True,34655.65116947804,69531.65497062504,112623.69568039349,182421.90314711354,366003.7079286229,171904.5047273076
CHINA,2020,False,2564.8201612134026,5910.386045809564,10537.147479757868,18785.82484284396,43290.16072520236,19351.1689
CHINA,2020,True,2564.8201612134026,5910.386045809564,10537.147479757868,18785.82484284396,43290.16072520236,19351.1689
CHINA,2030,False,3126.5014648091915,7204.727609856737,12844.723980486662,22899.815658425672,52770.46436469787,23588.966909476087
