regio,jaar,type,met_schade,waarde
INDIA,2080,Q3,True,9530.203616710436
INDIA,2080,Q4,True,18002.173114623092
INDIA,2080,Q5,True,45096.90317737409
INDIA,2090,Q1,True,2286.2545200122486
INDIA,2090,Q2,True,5727.252930596254
INDIA,2090,Q3,True,10818.551509963916
INDIA,2090,Q4,True,20435.81070926398
INDIA,2090,Q5,True,51193.36265899016
INDIA,2100,Q1,True,2562.527672695908
INDIA,2100,Q2,True,6419.339576900218
INDIA,2100,Q3,True,12125.875478912169
INDIA,2100,Q4,True,22905.29335123361
INDIA,2100,Q5,True,57379.61689030005
INDO,2020,gemiddeld,False,12177.5687
INDO,2020,gemiddeld,True,11799.54408811651
INDO,2030,gemiddeld,False,14844.38829440281
INDO,2030,gemiddeld,True,14139.870587489724
INDO,2040,gemiddeld,False,18095.22649911252
INDO,2040,gemiddeld,True,16892.2003117252
INDO,2050,gemiddeld,False,22057.98013095943
INDO,2050,gemiddeld,True,20114.422998574395
INDO,2060,gemiddeld,False,26888.554695994768
INDO,2060,gemiddeld,True,23867.763379742573
INDO,2070,gemiddeld,False,32776.998136141454
INDO,2070,gemiddeld,True,28214.970419605714
INDO,2080,gemiddeld,False,39954.977832134995
INDO,2080,gemiddeld,True,33217.44508560412
INDO,2090,gemiddeld,False,48704.89502838679
INDO,2090,gemiddeld,True,38930.904834177374
INDO,2100,gemiddeld,False,59370.99526603389
INDO,2100,gemiddeld,True,45399.05271129139
INDO,2020,Q1,False,1487.6863225996399
INDO,2020,Q2,False,3517.4892873283047
INDO,2020,Q3,False,6383.679810763848
INDO,2020,Q4,False,11585.356655714646
INDO,2020,Q5,False,27392.446450098065
INDO,2030,Q1,False,1813.4813259514813
INDO,2030,Q2,False,4287.799813644539
INDO,2030,Q3,False,7781.670068354319
INDO,2030,Q4,False,14122.485116965274
INDO,2030,Q5,False,33391.23937267474
INDO,2040,Q1,False,2210.6236170995494
INDO,2040,Q2,False,5226.804046887253
INDO,2040,Q3,False,9485.812391564137
INDO,2040,Q4,False,17215.230554039677
INDO,2040,Q5,False,40703.73447199975
INDO,2050,Q1,False,2694.737853952978
INDO,2050,Q2,False,6371.444967561579
INDO,2050,Q3,False,11563.152374433806
INDO,2050,Q4,False,20985.26998429762
INDO,2050,Q5,False,49617.625194315944
INDO,2060,Q1,False,3284.870407317327
INDO,2060,Q2,False,7766.755862761241
INDO,2060,Q3,False,14095.418221983939
INDO,2060,Q4,False,25580.92701294227
INDO,2060,Q5,False,60483.60824526241
INDO,2070,Q1,False,4004.2386969257277
INDO,2070,Q2,False,9467.63205816752
INDO,2070,Q3,False,17182.236160090844
INDO,2070,Q4,False,31183.007287069784
INDO,2070,Q5,False,73729.18095212379
INDO,2080,Q1,False,4881.144627879541
INDO,2080,Q2,False,11540.990649469688
INDO,2080,Q3,False,20945.05000218289
INDO,2080,Q4,False,38011.91188159392
INDO,2080,Q5,False,89875.46017142264
INDO,2090,Q1,False,5950.0880645725465
INDO,2090,Q2,False,14068.40320291522
INDO,2090,Q3,False,25531.899079172123
INDO,2090,Q4,False,46336.308476995415
INDO,2090,Q5,False,109557.68444342527
INDO,2100,Q1,False,7253.12414919134
INDO,2100,Q2,False,17149.305002590027
INDO,2100,Q3,False,31123.2425093801
INDO,2100,Q4,False,56483.701476613176
INDO,2100,Q5,False,133550.20600408182
INDO,2020,Q1,True,1441.504522393076
INDO,2020,Q2,True,3408.2969226285586
INDO,2020,Q3,True,6185.513153502249
INDO,2020,Q4,True,11225.715904658293
INDO,2020,Q5,True,26542.110952681607
INDO,2030,Q1,True,1727.4131310248652
INDO,2030,Q2,True,4084.299956829945
INDO,2030,Q3,True,7412.350414099631
INDO,2030,Q4,True,13452.22908261793
INDO,2030,Q5,True,31806.484317278286
INDO,2040,Q1,True,2063.6545751835465
INDO,2040,Q2,True,4879.31007409527
INDO,2040,Q3,True,8855.166474186175
INDO,2040,Q4,True,16070.709197568356
INDO,2040,Q5,True,37997.62529471604
INDO,2050,Q1,True,2457.3010195346105
INDO,2050,Q2,True,5810.048718368184
INDO,2050,Q3,True,10544.308076961486
INDO,2050,Q4,True,19136.230729077604
INDO,2050,Q5,True,45245.75212316971
INDO,2060,Q1,True,2915.8320520160632
INDO,2060,Q2,True,6894.2006462038125
INDO,2060,Q3,True,12511.870223762431
INDO,2060,Q4,True,22707.040965289147
INDO,2060,Q5,True,53688.58483739944
INDO,2070,Q1,True,3446.913470157704
INDO,2070,Q2,True,8149.890888585018
INDO,2070,Q3,True,14790.74694351231
INDO,2070,Q4,True,26842.837301469783
INDO,2070,Q5,True,63467.272109099285
INDO,2080,Q1,True,4058.0463919335457
INDO,2080,Q2,True,9594.855107738274
INDO,2080,Q3,True,17413.125623190106
INDO,2080,Q4,True,31602.03469090997
INDO,2080,Q5,True,74719.9304009251
INDO,2090,Q1,True,4756.037602829035
INDO,2090,Q2,True,11245.187284405682
INDO,2090,Q3,True,20408.214260758537
INDO,2090,Q4,True,37037.640972916895
INDO,2090,Q5,True,87571.89158161494
INDO,2100,Q1,True,5546.226134414524
INDO,2100,Q2,True,13113.511038276507
INDO,2100,Q3,True,23798.922704568653
INDO,2100,Q4,True,43191.233853757665
INDO,2100,Q5,True,102121.46208456444
JAP,2020,gemiddeld,False,41906.9559
JAP,2020,gemiddeld,True,41534.26476909453
JAP,2030,gemiddeld,False,51084.34540106638
JAP,2030,gemiddeld,True,50243.51176251413
JAP,2040,gemiddeld,False,62271.53199298476
JAP,2040,gemiddeld,True,60631.6625719634
JAP,2050,gemiddeld,False,75908.65002397343
JAP,2050,gemiddeld,True,72984.90027245317
JAP,2060,gemiddeld,False,92532.2208085585
JAP,2060,gemiddeld,True,87627.34224710404
JAP,2070,gemiddeld,False,112796.2608353556
JAP,2070,gemiddeld,True,104922.42056096863
JAP,2080,gemiddeld,False,137498.01255457167
JAP,2080,gemiddeld,True,125272.71707586301
JAP,2090,gemiddeld,False,167609.31006439196
JAP,2090,gemiddeld,True,149117.43790570664
JAP,2100,gemiddeld,False,204314.8137076649
JAP,2100,gemiddeld,True,176926.4129301524
JAP,2020,Q1,False,7500.111603677805
JAP,2020,Q2,False,15669.241853537664
JAP,2020,Q3,False,26101.492175848784
JAP,2020,Q4,False,43479.31445400977
JAP,2020,Q5,False,90837.03414117388
JAP,2030,Q1,False,9142.594194221176
JAP,2030,Q2,False,19100.71838501072
JAP,2030,Q3,False,31817.573315896487
JAP,2030,Q4,False,53001.04170463531
JAP,2030,Q5,False,110729.83774696421
JAP,2040,Q1,False,11144.771307032079
JAP,2040,Q2,False,23283.669129219346
JAP,2040,Q3,False,38785.4443298519
JAP,2040,Q4,False,64607.97409185987
JAP,2040,Q5,False,134979.05434047425
JAP,2050,Q1,False,13585.414035389782
JAP,2050,Q2,False,28382.66274552257
JAP,2050,Q3,False,47279.24021510677
JAP,2050,Q4,False,78756.75990514303
JAP,2050,Q5,False,164538.71405720722
JAP,2060,Q1,False,16560.5439024586
JAP,2060,Q2,False,34598.30751138509
JAP,2060,Q3,False,57633.13000380688
JAP,2060,Q4,False,96004.05086123617
JAP,2060,Q5,False,200571.77430884851
JAP,2070,Q1,False,20187.21060917524
JAP,2070,Q2,False,42175.143797641125
JAP,2070,Q3,False,70254.46388147301
JAP,2070,Q4,False,117028.40229673979
JAP,2070,Q5,False,244495.8736909342
JAP,2080,Q1,False,24608.097087843584
JAP,2080,Q2,False,51411.26495180104
JAP,2080,Q3,False,85639.79945123884
JAP,2080,Q4,False,142656.96938062744
JAP,2080,Q5,False,298039.1057409918
JAP,2090,Q1,False,29997.133036770567
JAP,2090,Q2,False,62670.0451011175
JAP,2090,Q3,False,104394.43766053022
JAP,2090,Q4,False,173898.04964834783
JAP,2090,Q5,False,363308.0068384965
JAP,2100,Q1,False,36566.33778766371
JAP,2100,Q2,False,76394.435279082
JAP,2100,Q3,False,127256.23698667689
JAP,2100,Q4,False,211980.75216930723
JAP,2100,Q5,False,442870.4330755443
JAP,2020,Q1,True,7433.410861152817
JAP,2020,Q2,True,15529.890584961597
JAP,2020,Q3,True,25869.363775481306
JAP,2020,Q4,True,43092.63986677593
JAP,2020,Q5,True,90029.19314544617
JAP,2030,Q1,True,8992.109722280125
JAP,2030,Q2,True,18786.32605184998
JAP,2030,Q3,True,31293.865206669157
JAP,2030,Q4,True,52128.659795976506
JAP,2030,Q5,True,108907.25645247754
JAP,2040,Q1,True,10851.282949097716
JAP,2040,Q2,True,22670.512911728387
JAP,2040,Q3,True,37764.06165141683
JAP,2040,Q4,True,62906.57639572937
JAP,2040,Q5,True,131424.4923021377
JAP,2050,Q1,True,13062.148888430558
JAP,2050,Q2,True,27289.456594135383
JAP,2050,Q3,True,45458.20049450407
JAP,2050,Q4,True,75723.3103953641
JAP,2050,Q5,True,158201.2278262139
JAP,2060,Q1,True,15682.715011685
JAP,2060,Q2,True,32764.34637555222
JAP,2060,Q3,True,54578.156273412584
JAP,2060,Q4,True,90915.14013622192
JAP,2060,Q5,True,189940.0161251158
JAP,2070,Q1,True,18778.02496113261
JAP,2070,Q2,True,39231.07150878526
JAP,2070,Q3,True,65350.290435751696
JAP,2070,Q4,True,108859.13373741889
JAP,2070,Q5,True,227428.62835024748
JAP,2080,Q1,True,22420.129040318265
JAP,2080,Q2,True,46840.159571492404
JAP,2080,Q3,True,78025.34864153559
JAP,2080,Q4,True,129972.97802414818
JAP,2080,Q5,True,271539.69630081824
JAP,2090,Q1,True,26687.632215903683
JAP,2090,Q2,True,55755.83215111079
JAP,2090,Q3,True,92876.88774307795
JAP,2090,Q4,True,154712.35822400774
JAP,2090,Q5,True,323225.23808237404
JAP,2100,Q1,True,31664.620207227385
JAP,2100,Q2,True,66153.76122992106
JAP,2100,Q3,True,110197.53841861284
JAP,2100,Q4,True,183564.7323410116
JAP,2100,Q5,True,383503.65152176755
KOR,2020,gemiddeld,False,45724.0734
KOR,2020,gemiddeld,True,44999.04048531822
KOR,2030,gemiddeld,False,55737.390334030715
KOR,2030,gemiddeld,True,54349.25559187301
KOR,2040,gemiddeld,False,67943.56780225316
KOR,2040,gemiddeld,True,65521.71295823237
KOR,2050,gemiddeld,False,82822.83002548206
KOR,2050,gemiddeld,True,78840.93625005013
KOR,2060,gemiddeld,False,100960.56764923688
KOR,2060,gemiddeld,True,94680.68152067382
KOR,2070,gemiddeld,False,123070.36860392298
KOR,2070,gemiddeld,True,113468.72939042309
KOR,2080,gemiddeld,False,150022.0925948801
KOR,2080,gemiddeld,True,135691.1506252413
KOR,2090,gemiddeld,False,182876.09374909563
KOR,2090,gemiddeld,True,161895.52673976944
KOR,2100,gemiddeld,False,222924.9378305857
KOR,2100,gemiddeld,True,192692.39278185245
KOR,2020,Q1,False,11096.132229489149
KOR,2020,Q2,False,20860.529375840983
KOR,2020,Q3,False,32300.061111907435
KOR,2020,Q4,False,50012.82225566219
KOR,2020,Q5,False,94023.20793008311
KOR,2030,Q1,False,13526.123271271259
KOR,2030,Q2,False,25428.868907286876
KOR,2030,Q3,False,39373.59426090482
KOR,2030,Q4,False,60965.35125784183
KOR,2030,Q5,False,114613.76581677813
KOR,2040,Q1,False,16488.2687918409
KOR,2040,Q2,False,30997.649304760882
KOR,2040,Q3,False,47996.19169918058
KOR,2040,Q4,False,74316.42299632955
KOR,2040,Q5,False,139713.54098523842
KOR,2050,Q1,False,20099.107652627754
KOR,2050,Q2,False,37785.961535457885
KOR,2050,Q3,False,58507.089862299814
KOR,2050,Q4,False,90591.30494649579
KOR,2050,Q5,False,170310.02685871444
KOR,2060,Q1,False,24500.700075427158
KOR,2060,Q2,False,46060.8762658597
KOR,2060,Q3,False,71319.81607227531
KOR,2060,Q4,False,110430.29522982182
KOR,2060,Q5,False,207606.97240993017
KOR,2070,Q1,False,29866.216677910837
KOR,2070,Q2,False,56147.95114815193
KOR,2070,Q3,False,86938.45782715602
KOR,2070,Q4,False,134613.91368352648
KOR,2070,Q5,False,253071.74091971043
KOR,2080,Q1,False,36406.751476727666
KOR,2080,Q2,False,68444.03914373543
KOR,2080,Q3,False,105977.49497425272
KOR,2080,Q4,False,164093.60963387467
KOR,2080,Q5,False,308493.0400394859
KOR,2090,Q1,False,44379.62690026692
KOR,2090,Q2,False,83432.90179811623
KOR,2090,Q3,False,129185.97501863651
KOR,2090,Q4,False,200029.1945004912
KOR,2090,Q5,False,376051.2944153526
KOR,2100,Q1,False,54098.517552874604
KOR,2100,Q2,False,101704.24173587424
KOR,2100,Q3,False,157476.98268930003
KOR,2100,Q4,False,243834.47193214475
KOR,2100,Q5,False,458404.4295241204
KOR,2020,Q1,True,10920.184189565807
KOR,2020,Q2,True,20529.750219687085
KOR,2020,Q3,True,31787.888732874253
KOR,2020,Q4,True,49219.78393700083
KOR,2020,Q5,True,92532.31012889816
KOR,2030,Q1,True,13189.256375870602
KOR,2030,Q2,True,24795.565191909533
KOR,2030,Q3,True,38392.998402547724
KOR,2030,Q4,True,59447.014614491876
KOR,2030,Q5,True,111759.3201868998
KOR,2040,Q1,True,15900.54290498053
KOR,2040,Q2,True,29892.735189263058
KOR,2040,Q3,True,46285.36294642032
KOR,2040,Q4,True,71667.40713146073
KOR,2040,Q5,True,134733.4387186751
KOR,2050,Q1,True,19132.797860640312
KOR,2050,Q2,True,35969.31647526786
KOR,2050,Q3,True,55694.22996763489
KOR,2050,Q4,True,86235.92427230578
KOR,2050,Q5,True,162121.98938603073
KOR,2060,Q1,True,22976.722842272982
KOR,2060,Q2,True,43195.82642841835
KOR,2060,Q3,True,66883.62544783269
KOR,2060,Q4,True,103561.37902487096
KOR,2060,Q5,True,194693.53326644542
KOR,2070,Q1,True,27536.12991156331
KOR,2070,Q2,True,51767.42986088094
KOR,2070,Q3,True,80155.73900292866
KOR,2070,Q4,True,124111.67624840404
KOR,2070,Q5,True,233327.72309472505
KOR,2080,Q1,True,32928.97674574214
KOR,2080,Q2,True,61905.885088083814
KOR,2080,Q3,True,95853.93714157434
KOR,2080,Q4,True,148418.47834769855
KOR,2080,Q5,True,279024.07464662346
KOR,2090,Q1,True,39288.14820044616
KOR,2090,Q2,True,73861.01325286145
KOR,2090,Q3,True,114365.0383397162
KOR,2090,Q4,True,177080.72795681618
KOR,2090,Q5,True,332908.5893209959
KOR,2100,Q1,True,46761.80643879587
KOR,2100,Q2,True,87911.35656183514
KOR,2100,Q3,True,136120.3322417356
KOR,2100,Q4,True,210766.2260514399
KOR,2100,Q5,True,396236.7209626901
ME,2020,gemiddeld,False,12170.4791
ME,2020,gemiddeld,True,12040.269578204921
ME,2030,gemiddeld,False,14835.746111562818
ME,2030,gemiddeld,True,14611.277424873224
ME,2040,gemiddeld,False,18084.69172645399
ME,2040,gemiddeld,True,17726.78686090025
ME,2050,gemiddeld,False,22045.138301872772
ME,2050,gemiddeld,True,21501.07565560699
ME,2060,gemiddeld,False,26872.900577995606
ME,2060,gemiddeld,True,26072.162041247928
ME,2070,gemiddeld,False,32757.91585365054
ME,2070,gemiddeld,True,31606.67872231545
ME,2080,gemiddeld,False,39931.71663625781
ME,2080,gemiddeld,True,38305.73357252082
ME,2090,gemiddeld,False,48676.53976041009
ME,2090,gemiddeld,True,46411.953343313005
ME,2100,gemiddeld,False,59336.43035259283
ME,2100,gemiddeld,True,56217.944918981964
ME,2020,Q1,False,1400.3489267818516
ME,2020,Q2,False,3373.3735210069613
ME,2020,Q3,False,6201.795737251842
ME,2020,Q4,False,11401.722971701636
ME,2020,Q5,False,27466.20476582607
ME,2030,Q1,False,1707.0175277927242
ME,2030,Q2,False,4112.123498665553
ME,2030,Q3,False,7559.954397657268
ME,2030,Q4,False,13898.63668083034
ME,2030,Q5,False,33481.150347975396
ME,2040,Q1,False,2080.8448412125763
ME,2040,Q2,False,5012.655599202628
ME,2040,Q3,False,9215.542226159036
ME,2040,Q4,False,16942.360559466637
ME,2040,Q5,False,40813.33544918753
ME,2050,Q1,False,2536.538250313007
ME,2050,Q2,False,6110.399204783481
ME,2050,Q3,False,11233.69455091393
ME,2050,Q4,False,20652.642983529087
ME,2050,Q5,False,49751.22817393382
ME,2060,Q1,False,3092.025973234821
ME,2060,Q2,False,7448.542534571464
ME,2060,Q3,False,13693.81097348959
ME,2060,Q4,False,25175.45655506583
ME,2060,Q5,False,60646.46953191128
ME,2070,Q1,False,3769.162407852106
ME,2070,Q2,False,9079.731786736224
ME,2070,Q3,False,16692.679165146787
ME,2070,Q4,False,30688.74106144569
ME,2070,Q5,False,73927.70795178192
ME,2080,Q1,False,4594.587943225722
ME,2080,Q2,False,11068.142383080485
ME,2080,Q3,False,20348.28275707668
ME,2080,Q4,False,37409.40411056628
ME,2080,Q5,False,90117.46347622422
ME,2090,Q1,False,5600.777064967343
ME,2090,Q2,False,13492.003804682587
ME,2090,Q3,False,24804.44313735201
ME,2090,Q4,False,45601.854866109235
ME,2090,Q5,False,109852.68512159868
ME,2100,Q1,False,6827.315989829805
ME,2100,Q2,False,16446.677352456107
ME,2100,Q3,False,30236.47777550935
ME,2100,Q4,False,55588.40662319793
ME,2100,Q5,False,133909.81018466988
ME,2020,Q1,True,1385.366873683998
ME,2020,Q2,True,3337.282472380412
ME,2020,Q3,True,6135.443965018132
ME,2020,Q4,True,11279.738217971997
ME,2020,Q5,True,27172.349334277453
ME,2030,Q1,True,1681.1899098395488
ME,2030,Q2,True,4049.9060035487105
ME,2030,Q3,True,7445.570326757541
ME,2030,Q4,True,13688.346702890485
ME,2030,Q5,True,32974.571859037154
ME,2040,Q1,True,2039.6639073931192
ME,2040,Q2,True,4913.452701224803
ME,2040,Q3,True,9033.162152926514
ME,2040,Q4,True,16607.06298459402
ME,2040,Q5,True,40005.619644147075
ME,2050,Q1,True,2473.9377941978178
ME,2050,Q2,True,5959.597703084014
ME,2050,Q3,True,10956.452761771126
ME,2050,Q4,True,20142.946403714628
ME,2050,Q5,True,48523.393515578166
ME,2060,Q1,True,2999.8921023038497
ME,2060,Q2,True,7226.596450533205
ME,2060,Q3,True,13285.773064459778
ME,2060,Q4,True,24425.297182230395
ME,2060,Q5,True,58839.37151765154
ME,2070,Q1,True,3636.699776916196
ME,2070,Q2,True,8760.635650640332
ME,2070,Q3,True,16106.035247925814
ME,2070,Q4,True,29610.22256284203
ME,2070,Q5,True,71329.60852418654
ME,2080,Q1,True,4407.5005147390675
ME,2080,Q2,True,10617.457724921373
ME,2080,Q3,True,19519.719251016533
ME,2080,Q4,True,35886.12731126527
ME,2080,Q5,True,86447.9625956578
ME,2090,Q1,True,5340.211220950023
ME,2090,Q2,True,12864.313161389233
ME,2090,Q3,True,23650.462076064858
ME,2090,Q4,True,43480.312504377616
ME,2090,Q5,True,104741.99114391486
ME,2100,Q1,True,6468.499570668309
ME,2100,Q2,True,15582.305777520425
ME,2100,Q3,True,28647.36944953968
ME,2100,Q4,True,52666.90232470914
ME,2100,Q5,True,126872.04620060437
MEX,2020,gemiddeld,False,19003.7343
MEX,2020,gemiddeld,True,18750.01164261384
MEX,2030,gemiddeld,False,23165.446070762977
MEX,2030,gemiddeld,True,22663.847019733363
MEX,2040,gemiddeld,False,28238.549496949545
MEX,2040,gemiddeld,True,27341.922779632023
MEX,2050,gemiddeld,False,34422.63426552726
MEX,2050,gemiddeld,True,32920.15130634454
MEX,2060,gemiddeld,False,41960.99909119806
MEX,2060,gemiddeld,True,39554.88721668524
MEX,2070,gemiddeld,False,51150.22374957552
MEX,2070,gemiddeld,True,47424.82963390136
MEX,2080,gemiddeld,False,62351.83733221587
MEX,2080,gemiddeld,True,56732.66052441283
MEX,2090,gemiddeld,False,76006.54178439194
MEX,2090,gemiddeld,True,67706.18670235421
MEX,2100,gemiddeld,False,92651.55031827214
MEX,2100,gemiddeld,True,80598.65837984862
MEX,2020,Q1,False,919.3312299338745
MEX,2020,Q2,False,2847.8186114827517
MEX,2020,Q3,False,6231.682915344794
MEX,2020,Q4,False,13636.357245794126
MEX,2020,Q5,False,42241.436701974555
MEX,2030,Q1,False,1120.6596394163103
MEX,2030,Q2,False,3471.474996554692
MEX,2030,Q3,False,7596.386700981966
MEX,2030,Q4,False,16622.643391678117
MEX,2030,Q5,False,51492.07563226873
MEX,2040,Q1,False,1366.0778471618191
MEX,2040,Q2,False,4231.708649951489
MEX,2040,Q3,False,9259.9530006194
MEX,2040,Q4,False,20262.909540018354
MEX,2040,Q5,False,62768.5528696836
MEX,2050,Q1,False,1665.2412729687085
MEX,2050,Q2,False,5158.429231334413
MEX,2050,Q3,False,11287.831037168758
MEX,2050,Q4,False,24700.373662140908
MEX,2050,Q5,False,76514.51569929023
MEX,2060,Q1,False,2029.919819693822
MEX,2060,Q2,False,6288.096448934494
MEX,2060,Q3,False,13759.80304815235
MEX,2060,Q4,False,30109.617665935235
MEX,2060,Q5,False,93270.76768603604
MEX,2070,Q1,False,2474.460933243533
MEX,2070,Q2,False,7665.154483639998
MEX,2070,Q3,False,16773.12313592457
MEX,2070,Q4,False,36703.45592295062
MEX,2070,Q5,False,113696.54535790526
MEX,2080,Q1,False,3016.3540701188867
MEX,2080,Q2,False,9343.780543954954
MEX,2080,Q3,False,20446.343508577014
MEX,2080,Q4,False,44741.30796460034
MEX,2080,Q5,False,138595.45436396735
MEX,2090,Q1,False,3676.918780203398
MEX,2090,Q2,False,11390.016344736665
MEX,2090,Q3,False,24923.97864625141
MEX,2090,Q4,False,54539.4047521148
MEX,2090,Q5,False,168947.08550631424
MEX,2100,Q1,False,4482.143475841872
MEX,2100,Q2,False,13884.366367883078
MEX,2100,Q3,False,30382.190893848954
MEX,2100,Q4,False,66483.2300626635
MEX,2100,Q5,False,205945.55450657418
MEX,2020,Q1,True,907.0570548167815
MEX,2020,Q2,True,2809.796815637123
MEX,2020,Q3,True,6148.482470405443
MEX,2020,Q4,True,13454.29551293408
MEX,2020,Q5,True,41677.462832279154
MEX,2030,Q1,True,1096.3941100610236
MEX,2030,Q2,True,3396.3075010259727
MEX,2030,Q3,True,7431.902911253628
MEX,2030,Q4,True,16262.714982555332
MEX,2030,Q5,True,50377.12294826715
MEX,2040,Q1,True,1322.7023226564543
MEX,2040,Q2,True,4097.3439923099895
MEX,2040,Q3,True,8965.932188312563
MEX,2040,Q4,True,19619.524295810566
MEX,2040,Q5,True,60775.534017337966
MEX,2050,Q1,True,1592.5566371484667
MEX,2050,Q2,True,4933.273539981887
MEX,2050,Q3,True,10795.138535814662
MEX,2050,Q4,True,23622.24901233808
MEX,2050,Q5,True,73174.80162971852
MEX,2060,Q1,True,1913.5209186128714
MEX,2060,Q2,True,5927.526780395861
MEX,2060,Q3,True,12970.793581691341
MEX,2060,Q4,True,28383.083260841802
MEX,2060,Q5,True,87922.47030192125
MEX,2070,Q1,True,2294.2399777047503
MEX,2070,Q2,True,7106.882802388109
MEX,2070,Q3,True,15551.49613898362
MEX,2070,Q4,True,34030.254738343865
MEX,2070,Q5,True,105415.7518442242
MEX,2080,Q1,True,2744.5188274038023
MEX,2080,Q2,True,8501.714661436603
MEX,2080,Q3,True,18603.709447360536
MEX,2080,Q4,True,40709.200318342446
MEX,2080,Q5,True,126105.16705006738
MEX,2090,Q1,True,3275.377929021447
MEX,2090,Q2,True,10146.160515593523
MEX,2090,Q3,True,22202.135657948325
MEX,2090,Q4,True,48583.385509854124
MEX,2090,Q5,True,150497.0841399086
MEX,2100,Q1,True,3899.0686024991637
MEX,2100,Q2,True,12078.171362071356
MEX,2100,Q3,True,26429.82029197357
MEX,2100,Q4,True,57834.533036979694
MEX,2100,Q5,True,179154.42683370115
NAF,2020,gemiddeld,False,18226.0355
NAF,2020,gemiddeld,True,17851.7529253862
NAF,2030,gemiddeld,False,22217.43557312636
NAF,2030,gemiddeld,True,21415.81369571231
NAF,2040,gemiddeld,False,27082.929990234057
NAF,2040,gemiddeld,True,25568.86894522877
NAF,2050,gemiddeld,False,33013.94053520398
NAF,2050,gemiddeld,True,30372.587385678682
NAF,2060,gemiddeld,False,40243.80929445238
NAF,2060,gemiddeld,True,35881.84317074063
NAF,2070,gemiddeld,False,49056.97896927061
NAF,2070,gemiddeld,True,42137.56536451733
NAF,2080,gemiddeld,False,59800.18362534104
NAF,2080,gemiddeld,True,49156.51488737615
NAF,2090,gemiddeld,False,72896.09015395258
NAF,2090,gemiddeld,True,56916.927769786394
NAF,2100,gemiddeld,False,88859.92713710298
NAF,2100,gemiddeld,True,65338.63333597011
NAF,2020,Q1,False,2824.637714936527
NAF,2020,Q2,False,6189.367442690588
NAF,2020,Q3,False,10656.206530808035
NAF,2020,Q4,False,18346.743617773034
NAF,2020,Q5,False,40201.52284548374
NAF,2030,Q1,False,3443.217613014369
NAF,2030,Q2,False,7544.8043759370485
NAF,2030,Q3,False,12989.856299366686
NAF,2030,Q4,False,22364.578095139757
NAF,2030,Q5,False,49005.432023936446
NAF,2040,Q1,False,4197.263057092184
NAF,2040,Q2,False,9197.07443421929
NAF,2040,Q3,False,15834.562345461738
NAF,2040,Q4,False,27262.295903512346
NAF,2040,Q5,False,59737.348186610914
NAF,2050,Q1,False,5116.440245845508
NAF,2050,Q2,False,11211.182415589754
NAF,2050,Q3,False,19302.243142176958
NAF,2050,Q4,False,33232.58658262748
NAF,2050,Q5,False,72819.49410476263
NAF,2060,Q1,False,6236.912109922278
NAF,2060,Q2,False,13666.368806147251
NAF,2060,Q3,False,23529.326683695777
NAF,2060,Q4,False,40510.33760621553
NAF,2060,Q5,False,88766.55698054677
NAF,2070,Q1,False,7602.761059992987
NAF,2070,Q2,False,16659.227316283916
NAF,2070,Q3,False,28682.117933658905
NAF,2070,Q4,False,49381.875494080516
NAF,2070,Q5,False,108205.9376414332
NAF,2080,Q1,False,9267.723308684877
NAF,2080,Q2,False,20307.505139974328
NAF,2080,Q3,False,34963.341714761766
NAF,2080,Q4,False,60196.23067616
NAF,2080,Q5,False,131902.43419520775
NAF,2090,Q1,False,11297.302999342215
NAF,2090,Q2,False,24754.735449643562
NAF,2090,Q3,False,42620.11845466452
NAF,2090,Q4,False,73378.86929895627
NAF,2090,Q5,False,160788.3312676839
NAF,2100,Q1,False,13771.349317188196
NAF,2100,Q2,False,30175.884381561915
NAF,2100,Q3,False,51953.686575751635
NAF,2100,Q4,False,89448.43222095232
NAF,2100,Q5,False,196000.07861557527
NAF,2020,Q1,True,2766.6320846776766
NAF,2020,Q2,True,6062.265068634471
NAF,2020,Q3,True,10437.374935973972
NAF,2020,Q4,True,17969.982229535894
NAF,2020,Q5,True,39375.96045293802
NAF,2030,Q1,True,3318.9837176034907
NAF,2030,Q2,True,7272.58212829493
NAF,2030,Q3,True,12521.17246050671
NAF,2030,Q4,True,21557.647204254932
NAF,2030,Q5,True,47237.27897615485
NAF,2040,Q1,True,3962.6166398590917
NAF,2040,Q2,True,8682.915436877172
NAF,2040,Q3,True,14949.33707549958
NAF,2040,Q4,True,25738.20747438745
NAF,2040,Q5,True,56397.754137744
NAF,2050,Q1,True,4707.088155830346
NAF,2050,Q2,True,10314.20703175929
NAF,2050,Q3,True,17757.924594013155
NAF,2050,Q4,True,30573.74017369022
NAF,2050,Q5,True,66993.40982090223
NAF,2060,Q1,True,5560.902561695967
NAF,2060,Q2,True,12185.09159080216
NAF,2060,Q3,True,20979.018258440017
NAF,2060,Q4,True,36119.48287858424
NAF,2060,Q5,True,79145.28301926077
NAF,2070,Q1,True,6530.402969105309
NAF,2070,Q2,True,14309.468188042874
NAF,2070,Q3,True,24636.548043029983
NAF,2070,Q4,True,42416.63571981698
NAF,2070,Q5,True,92943.6517697284
NAF,2080,Q1,True,7618.186954904238
NAF,2080,Q2,True,16693.028653437064
NAF,2080,Q3,True,28740.313546224577
NAF,2080,Q4,True,49482.07062265041
NAF,2080,Q5,True,108425.48596205762
NAF,2090,Q1,True,8820.88157881931
NAF,2090,Q2,True,19328.382174844755
