SSP,Region,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
SSP2,INDO,0.37635505946438286,0.401590034063878,0.4225149576420325,0.4402662027525309,0.4599942917833737,0.4740338374158827,0.4924120283464779,0.5103658111514305,0.5236536091160507,0.5402679407812027,0.5559720051576204,0.5710414595079889,0.586058226004477,0.6005089389643811,0.6147735426477555,0.6288205398761951,0.6442722368274787,0.6583192340559183,0.670961531561514,0.6821991293442656,0.6920320274041734,0.7004602257412371,0.7074837243554569,0.7131025232468328,0.7173166224153646,0.7201260218610526,0.7215307215838965
SSP2,JAP,0.713305704279604,0.73413194687768,0.751163291487584,0.772492083858294,0.78967777070726,0.806396068197847,0.8187765180686539,0.834888267302203,0.846503933603804,0.862318830749205,0.873833650435181,0.8851057114851661,0.8920483020344231,0.903497528368848,0.910457205512303,0.917452612680616,0.9251475605657602,0.9321429677340731,0.9384388341855547,0.944035159920205,0.9489319449380241,0.9531291892390119,0.9566268928231684,0.9594250556904935,0.9615236778409874,0.96292275927465,0.9636222999914813
SSP2,KOR,0.744533175975615,0.764426372953574,0.785437598197188,0.802524526411443,0.824039949672386,0.84106839839282,0.862404908410017,0.879224897734964,0.8959003646390139,0.9084028272596388,0.9206754792368039,0.9327078528075439,0.9446454381530709,0.9522661572885791,0.959457046572067,0.962263411664623,0.9653504132664347,0.9681567783589907,0.9706825069422912,0.9729275990163361,0.9748920545811253,0.9765758736366589,0.9779790561829369,0.9791016022199593,0.9799435117477262,0.9805047847662374,0.980785421275493
SSP2,ME,0.3846328400426966,0.4099517881154212,0.43431426822850455,0.4571154316502051,0.478645540554677,0.49995055948982464,0.5195903044741544,0.537587071496669,0.5555374915168851,0.5746155763832389,0.5910878167174126,0.6086464223572712,0.6247503598746272,0.6408773592977656,0.6567769220990239,0.671372048805003,0.68742668818158,0.7020218148875591,0.7151574289229403,0.7268335302877236,0.737050118981909,0.7458071950054964,0.753104758358486,0.7589428090408776,0.7633213470526714,0.7662403723938672,0.7676998850644651
SSP2,MEX,0.403702031150452,0.425848671499708,0.442631254383191,0.46276317855566695,0.47812610801738903,0.4971790553073461,0.515574475753344,0.532821397088146,0.54908222239755,0.565007785492213,0.580639692847498,0.596089189401192,0.6111561828238,0.630343580024072,0.644766749247647,0.65912518322901,0.6749194606085094,0.6892778945898724,0.7022004851730992,0.7136872323581896,0.7237381361451438,0.7323531965339617,0.7395324135246433,0.7452757871171884,0.7495833173115973,0.7524550041078699,0.7538908475060062
SSP2,NAF,0.3583261629789068,0.37871005670920804,0.3975254275336145,0.41779838412335546,0.43968394826296947,0.46016061721802176,0.48064847329988536,0.49952441685324833,0.5181816350737707,0.5372188184939667,0.5546030436758149,0.5710790843002898,0.5864056316176445,0.601348538691751,0.6153738956898805,0.628991407953468,0.6439706714434141,0.6575881837070016,0.6698439447442303,0.6807379545551002,0.6902702131396115,0.698440720497764,0.7052494766295576,0.7106964815349925,0.7147817352140687,0.7175052376667862,0.7188669888931449
SSP2,OCE,0.7287396029959353,0.7435592332226426,0.7576827012302166,0.7707025951026043,0.7825438835130009,0.7942045527386862,0.8020270516166943,0.8126189338819456,0.8233424716120137,0.8341778069065945,0.8408165169101776,0.8514606672681053,0.861990919497634,0.8682134000020181,0.8786640048087652,0.8856900110873892,0.8934186179938757,0.9004446242724997,0.9067680299232613,0.9123888349461605,0.9173070393411974,0.9215226431083718,0.9250356462476839,0.9278460487591335,0.9299538506427206,0.9313590518984455,0.9320616525263079
SSP2,RCAM,0.34732166115535423,0.36368067935443743,0.3809318293426505,0.39738407963981803,0.41348876566901777,0.4291153422460353,0.4441130440567649,0.45975933108170436,0.47443618915794267,0.4900315483735285,0.5055904900474187,0.5193675060407016,0.5347879867189081,0.5500416454971256,0.5640111830590212,0.5790439673877767,0.5955800301494079,0.6106128144781634,0.6241423203740434,0.6361685478370478,0.6466914968671766,0.6557111674644299,0.6632275596288078,0.66924067336031,0.6737505086589367,0.6767570655246878,0.6782603439575634
SSP2,RSAF,0.3277853558943366,0.3393798802460118,0.3497326347712953,0.3600306261598721,0.37156104361240444,0.38202530199639523,0.3908043989083266,0.40235733458854595,0.4114753951540988,0.4216515922848138,0.43321913328201944,0.44120685130364956,0.452604651443799,0.46398202305203246,0.475302803041858,0.48674464633219855,0.49933067395157316,0.5107725172419137,0.5210701762032203,0.5302236508354927,0.5382329411387311,0.5450980471129354,0.5508189687581057,0.5553957060742418,0.558828259061344,0.5611166277194122,0.5622608120484462
SSP2,RSAM,0.39486922225402865,0.4165749746799614,0.43748031428659917,0.45644240736592545,0.47610490180268017,0.49390160302924313,0.512442969938215,0.5308215406603073,0.5469148182156308,0.5643872467595619,0.580771080904223,0.5963022959153716,0.6097396085148045,0.6244103120996913,0.6389032876196711,0.6515959125887204,0.6655578000546747,0.678250425023724,0.6896737874958684,0.6998278874711078,0.7087127249494424,0.716328299930872,0.7226746124153967,0.7277516624030164,0.7315594498937311,0.734097974887541,0.735367237384446
