Model,Scenario,Region,Variable,Unit,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
IMAGE,SSP2-Ref-SPA0-V17,STAN,Population,million,61.520870208740234,67.6044692993164,71.81891632080078,74.35569763183594,75.45691680908203,74.90682220458984,73.48139953613281,71.38227844238281,68.90933227539062,66.46575927734375
IMAGE,SSP3-Ref-SPA0-V17,STAN,Population,million,61.520870208740234,69.05825805664062,76.46597290039062,82.45736694335938,87.84194946289062,92.01587677001953,95.16758728027344,97.93940734863281,100.47010040283203,102.80120086669922
IMAGE,SSP4-Ref-SPA0-V17,STAN,Population,million,61.520870208740234,66.8608627319336,69.76943969726562,70.68122100830078,69.8231430053711,67.30256652832031,63.8297004699707,59.77531051635742,55.49298858642578,51.335269927978516
IMAGE,SSP5-Ref-SPA0-V17,STAN,Population,million,61.520870208740234,65.94908142089844,67.04930114746094,66.31481170654297,63.84387969970703,60.02048110961914,55.74726867675781,51.21268081665039,46.611228942871094,42.304588317871094
IMAGE,SSP1-Ref-SPA0-V17,TUR,Population,million,75.98284149169922,83.35427856445312,88.10006713867188,90.8531265258789,91.22913360595703,89.40245056152344,85.95381164550781,81.09522247314453,75.24445343017578,68.57067108154297
IMAGE,SSP2-Ref-SPA0-V17,TUR,Population,million,75.98284149169922,84.60965728759766,91.66673278808594,96.86788940429688,100.13790130615234,101.33689880371094,100.97550201416016,99.25018310546875,96.63603210449219,93.66155242919922
IMAGE,SSP3-Ref-SPA0-V17,TUR,Population,million,75.98284149169922,86.28801727294922,96.52845764160156,105.489501953125,114.07769775390625,122.06009674072266,129.55059814453125,137.5915069580078,146.28619384765625,155.39129638671875
IMAGE,SSP4-Ref-SPA0-V17,TUR,Population,million,75.98284149169922,84.53550720214844,90.80613708496094,94.598388671875,95.90702819824219,94.79055786132812,91.70118713378906,87.22277069091797,82.00282287597656,76.42149353027344
IMAGE,SSP5-Ref-SPA0-V17,TUR,Population,million,75.98284149169922,83.32398986816406,88.01129913330078,90.73512268066406,91.10588073730469,89.30845642089844,85.92144012451172,81.1443099975586,75.37812805175781,68.78687286376953
IMAGE,SSP1-Ref-SPA0-V17,UKR,Population,million,58.61281967163086,55.22999954223633,52.336158752441406,49.95729064941406,47.555419921875,44.936561584472656,41.95671844482422,38.509910583496094,34.8241081237793,31.079309463500977
IMAGE,SSP2-Ref-SPA0-V17,UKR,Population,million,58.61281967163086,55.40298843383789,52.85612869262695,50.884239196777344,49.26633071899414,47.806400299072266,46.165489196777344,44.280601501464844,42.26171112060547,40.17182159423828
IMAGE,SSP3-Ref-SPA0-V17,UKR,Population,million,58.61281967163086,55.62097930908203,53.078121185302734,50.952239990234375,49.654300689697266,48.89434051513672,48.60935974121094,48.983341217041016,49.73429870605469,50.53226089477539
IMAGE,SSP4-Ref-SPA0-V17,UKR,Population,million,58.61281967163086,55.03200912475586,51.74119186401367,48.81135177612305,45.89950942993164,42.95267105102539,39.72483825683594,36.202030181884766,32.62622833251953,29.10141944885254
IMAGE,SSP5-Ref-SPA0-V17,UKR,Population,million,58.61281967163086,55.21500015258789,52.678138732910156,50.86824035644531,49.01333999633789,46.908451080322266,44.26359939575195,40.91477966308594,37.14297866821289,33.174198150634766
IMAGE,SSP1-Ref-SPA0-V17,USA,Population,million,316.580810546875,343.4447021484375,370.9469909667969,396.5633850097656,419.2648010253906,440.5790100097656,459.96551513671875,474.5448913574219,479.9975891113281,475.8208923339844
IMAGE,SSP2-Ref-SPA0-V17,USA,Population,million,316.580810546875,342.4543151855469,368.23699951171875,390.8843078613281,410.33709716796875,429.3338928222656,446.37548828125,458.52020263671875,465.3203125,467.7152099609375
IMAGE,SSP3-Ref-SPA0-V17,USA,Population,million,316.580810546875,335.3380126953125,344.08221435546875,345.68450927734375,340.9049987792969,332.6188049316406,321.6081848144531,306.57501220703125,287.8667907714844,267.00030517578125
IMAGE,SSP4-Ref-SPA0-V17,USA,Population,million,316.580810546875,340.2950134277344,360.8279113769531,376.5669860839844,386.7237854003906,393.8594970703125,397.4324951171875,394.85809326171875,385.77020263671875,371.8629150390625
IMAGE,SSP5-Ref-SPA0-V17,USA,Population,million,316.580810546875,349.7908935546875,392.5060119628906,437.2611083984375,485.21270751953125,538.3101196289062,592.7415161132812,645.0872192382812,690.8438110351562,727.4105224609375
IMAGE,SSP1-Ref-SPA0-V17,WAF,Population,million,417.0736999511719,517.8756103515625,618.7341918945312,715.2423706054688,797.3560180664062,860.7617797851562,906.1314086914062,931.8333740234375,938.5523071289062,928.0501708984375
IMAGE,SSP2-Ref-SPA0-V17,WAF,Population,million,417.0736999511719,530.42431640625,655.7576293945312,785.934326171875,913.1135864257812,1024.3709716796875,1120.095947265625,1197.843994140625,1255.2099609375,1294.468017578125
IMAGE,SSP3-Ref-SPA0-V17,WAF,Population,million,417.0736999511719,543.052978515625,698.290771484375,874.1925048828125,1064.553955078125,1254.4139404296875,1435.5069580078125,1606.2530517578125,1763.095947265625,1904.14599609375
IMAGE,SSP4-Ref-SPA0-V17,WAF,Population,million,417.0736999511719,542.3786010742188,695.6102905273438,867.782470703125,1052.7640380859375,1235.60498046875,1408.85302734375,1571.490966796875,1719.739990234375,1851.3310546875
IMAGE,SSP5-Ref-SPA0-V17,WAF,Population,million,417.0736999511719,516.990478515625,615.3458862304688,708.4395141601562,786.2675170898438,844.7943725585938,885.8754272460938,908.548583984375,913.7374267578125,903.3112182617188
IMAGE,SSP1-Ref-SPA0-V17,WEU,Population,million,409.8966979980469,428.1326904296875,444.4028015136719,459.81878662109375,473.1803894042969,482.3743896484375,484.9330139160156,480.4523010253906,467.96978759765625,449.5318908691406
IMAGE,SSP2-Ref-SPA0-V17,WEU,Population,million,409.8966979980469,426.3229064941406,439.5671081542969,450.7489929199219,459.1913146972656,463.9722900390625,465.05218505859375,463.75750732421875,459.35040283203125,450.4267883300781
IMAGE,SSP3-Ref-SPA0-V17,WEU,Population,million,409.8966979980469,418.34100341796875,414.42510986328125,404.37579345703125,387.8243103027344,365.3362121582031,340.62078857421875,315.831787109375,290.73748779296875,265.1877136230469
IMAGE,SSP4-Ref-SPA0-V17,WEU,Population,million,409.8966979980469,423.6788024902344,430.86529541015625,434.26611328125,432.5259094238281,424.68218994140625,411.5989990234375,394.9590148925781,374.4219970703125,349.43499755859375
IMAGE,SSP5-Ref-SPA0-V17,WEU,Population,million,409.8966979980469,434.4580078125,464.9667053222656,498.31439208984375,535.0192260742188,573.1181030273438,607.0703735351562,635.4213256835938,656.6326293945312,671.4199829101562
IMAGE,SSP1-Ref-SPA0-V17,BRA,Emissions|CO2,Mt CO2/yr,1246.6490988275243,1577.4296978159286,1113.6422425328808,1624.5562338716452,1402.3064169569095,1144.4649354067767,977.1442871982063,748.4429474557355,545.4951070645644,167.9115524444639
IMAGE,SSP2-Ref-SPA0-V17,BRA,Emissions|CO2,Mt CO2/yr,1246.6490988275243,1577.4296978159286,1702.0179241456142,2142.4612632156027,2197.2976686567854,1703.0038555421884,1464.9829408070084,1718.5175884537548,1451.6640829770215,1448.5470582371547
IMAGE,SSP3-Ref-SPA0-V17,BRA,Emissions|CO2,Mt CO2/yr,1246.6490988275243,1577.4296978159286,2291.76267517579,2032.8421632707414,2801.405619558059,2454.5468752231404,1811.4165854511325,1768.5777487773162,1810.4397177752624,1709.3274232510964
IMAGE,SSP4-Ref-SPA0-V17,BRA,Emissions|CO2,Mt CO2/yr,1246.6490988275243,1577.4296978159286,1749.0773215294496,2284.371154992826,2370.3574424355393,1315.569519162566,1104.062673033312,1501.0196229391906,873.6262462138607,598.9657440730061
IMAGE,SSP5-Ref-SPA0-V17,BRA,Emissions|CO2,Mt CO2/yr,1246.6490988275243,1577.4296978159286,2579.058227773522,3078.3647260285493,3764.5705162927543,2551.11153180744,2255.8148398860635,2225.008036497846,2276.496236372319,1787.8080547686477
IMAGE,SSP1-Ref-SPA0-V17,CAN,Emissions|CO2,Mt CO2/yr,553.2779897557016,511.5769857235903,458.9196218272017,465.22447463132306,351.6081899326805,365.87487796294886,401.162292516938,283.9952392836302,146.50540798247556,275.0645930222389
IMAGE,SSP2-Ref-SPA0-V17,CAN,Emissions|CO2,Mt CO2/yr,553.2779897557016,511.5769857235903,547.7626038095622,594.3058167044184,542.9281158940836,600.2065786271554,647.4456838560592,605.9140930726612,573.6313019320311,621.4296163488112
IMAGE,SSP3-Ref-SPA0-V17,CAN,Emissions|CO2,Mt CO2/yr,553.2779897557016,511.5769857235903,546.3755188484986,591.0714111865462,539.7410431398877,558.4025167337065,565.7853648382189,495.35751347276687,352.2631556513273,368.6066945728977
IMAGE,SSP4-Ref-SPA0-V17,CAN,Emissions|CO2,Mt CO2/yr,553.2779897557016,511.5769857235903,504.58980819203066,519.8981527165342,411.01391350985836,444.34132643606523,494.21425378841815,434.9297434884323,330.693598459425,434.176979104412
IMAGE,SSP5-Ref-SPA0-V17,CAN,Emissions|CO2,Mt CO2/yr,553.2779897557016,511.5769857235903,695.4680176413493,835.1999309027501,870.51140348083,1047.149780368633,1263.7313030120201,1226.7009685359974,1227.7657878720318,1451.4463298845537
IMAGE,SSP1-Ref-SPA0-V17,CEU,Emissions|CO2,Mt CO2/yr,680.272242290033,784.9328715720086,642.6658580092706,622.7085520992531,593.8694712860845,564.0543060815511,446.77745314527107,337.4541270244927,189.42293677462587,188.1082496814074
IMAGE,SSP2-Ref-SPA0-V17,CEU,Emissions|CO2,Mt CO2/yr,680.272242290033,784.9328715720086,745.3680522324743,797.2594757804859,842.4115194450724,880.9595795478607,871.7833456196175,823.541412428383,742.0874888776839,720.733586694753
IMAGE,SSP3-Ref-SPA0-V17,CEU,Emissions|CO2,Mt CO2/yr,680.272242290033,784.9328715720086,791.5816142483942,854.9944255334559,898.5514781497203,879.662292560438,855.0347646854779,822.0274353774641,782.6613465066979,774.2548015026784
IMAGE,SSP4-Ref-SPA0-V17,CEU,Emissions|CO2,Mt CO2/yr,680.272242290033,784.9328715720086,715.3725077961536,717.0951182699431,700.3777008693347,702.3753001533705,630.8224843916573,598.0315094537806,491.79312138259905,511.40684513926493
IMAGE,SSP5-Ref-SPA0-V17,CEU,Emissions|CO2,Mt CO2/yr,680.272242290033,784.9328715720086,874.7475179831683,1031.4307150188965,1172.1068218025187,1290.378418086057,1313.8000794651396,1305.8246766323832,1261.4495952481407,1254.4612427898232
IMAGE,SSP1-Ref-SPA0-V17,CHN,Emissions|CO2,Mt CO2/yr,8927.8015958637,11391.3137217387,10945.898764015914,10184.10042410291,8704.409750140268,6913.807943336861,4988.21040898212,2871.9166669277497,2058.73352069497,1872.1256105217558
IMAGE,SSP2-Ref-SPA0-V17,CHN,Emissions|CO2,Mt CO2/yr,8927.8015958637,11391.3137217387,12977.036947794313,13249.965495996208,12804.971273950547,11696.178793380997,10082.823975525995,8287.719401795095,7073.575602856594,6438.468831965523
IMAGE,SSP3-Ref-SPA0-V17,CHN,Emissions|CO2,Mt CO2/yr,8927.8015958637,11391.3137217387,12832.123048041556,13474.244467370765,13825.96606571003,13086.201742726113,12288.749187315076,11305.341309621508,10261.379720984936,9777.687663649296
IMAGE,SSP4-Ref-SPA0-V17,CHN,Emissions|CO2,Mt CO2/yr,8927.8015958637,11391.3137217387,12230.140707492039,11540.52181094497,10599.717448880278,10163.772624621895,9124.855388199323,6959.351685202981,5515.1178390430405,5099.0353194739655
IMAGE,SSP5-Ref-SPA0-V17,CHN,Emissions|CO2,Mt CO2/yr,8927.8015958637,11391.3137217387,14822.559083378756,16614.026531458283,15944.405112126575,14371.118653650215,12601.878581874791,10561.170004215315,8962.884685059598,8069.556315837763
IMAGE,SSP1-Ref-SPA0-V17,EAF,Emissions|CO2,Mt CO2/yr,139.81450781503787,283.5259959160746,355.40099337947714,408.6584371302497,544.8296509284362,685.7169088351243,865.8987529270254,993.8312684008952,1062.3161825510012,804.7016856607198
IMAGE,SSP2-Ref-SPA0-V17,EAF,Emissions|CO2,Mt CO2/yr,139.81450781503787,283.5259959160746,583.739196830411,571.1496887726258,559.4083099873787,653.4780935245764,940.4439392944793,1525.6963298913038,2298.461771856086,2935.4419354882125
IMAGE,SSP3-Ref-SPA0-V17,EAF,Emissions|CO2,Mt CO2/yr,139.81450781503787,283.5259959160746,633.1929830490994,636.7118886890678,620.2258199619831,578.4819590776543,782.114669870906,1117.9751486205143,1664.0920716844842,1998.8388877142647
IMAGE,SSP4-Ref-SPA0-V17,EAF,Emissions|CO2,Mt CO2/yr,139.81450781503787,283.5259959160746,586.8661245243801,566.1157430527671,434.5751673775602,288.2431869768875,316.9926936119881,378.91552992132836,584.9440562462106,609.7431793767203
IMAGE,SSP5-Ref-SPA0-V17,EAF,Emissions|CO2,Mt CO2/yr,139.81450781503787,283.5259959160746,708.380574608669,930.2590027701159,1494.7712505427892,2322.53769959265,3519.0734866480407,4571.721029061444,5287.721842928619,5220.680745917315
IMAGE,SSP1-Ref-SPA0-V17,INDIA,Emissions|CO2,Mt CO2/yr,1747.3393251100208,2777.194966886587,3855.687093449475,5034.406738738923,5796.384115110277,6599.479452097348,7067.3715419836335,5930.103760304725,4744.941488061567,4224.832519915326
IMAGE,SSP2-Ref-SPA0-V17,INDIA,Emissions|CO2,Mt CO2/yr,1747.3393251100208,2777.194966886587,3976.140584671363,5057.536011201963,6654.475871373182,8369.324219510847,9969.512696218819,10946.38216245346,11676.111491946882,12013.602377394229
IMAGE,SSP3-Ref-SPA0-V17,INDIA,Emissions|CO2,Mt CO2/yr,1747.3393251100208,2777.194966886587,4202.516968155484,4931.31083215403,5922.24585014776,6988.846151351495,8047.115886148223,8994.362875166627,10017.795248306542,11194.956381226057
IMAGE,SSP4-Ref-SPA0-V17,INDIA,Emissions|CO2,Mt CO2/yr,1747.3393251100208,2777.194966886587,3782.394043312604,4601.501505952172,5660.423828639584,6741.925781862902,7568.589925818262,7838.6583665980215,8006.334961665349,7547.840495477833
IMAGE,SSP5-Ref-SPA0-V17,INDIA,Emissions|CO2,Mt CO2/yr,1747.3393251100208,2777.194966886587,4932.220337362446,7851.719076234625,11583.649008214517,14931.462485081363,17434.398439084944,17970.11312012323,17206.907553647598,15763.528158985131
IMAGE,SSP1-Ref-SPA0-V17,INDO,Emissions|CO2,Mt CO2/yr,1329.2062786039098,1635.057281642782,1663.3353069545976,1577.0029196583378,1600.9216310049133,1701.64384984545,1628.2613933771904,1377.8947958609401,1234.243215037334,970.9406739163923
IMAGE,SSP2-Ref-SPA0-V17,INDO,Emissions|CO2,Mt CO2/yr,1329.2062786039098,1635.057281642782,1762.1934205703556,1894.4008790784683,1847.3649802297912,1967.133992691851,2101.7752280556538,2096.5102134067374,2140.793538606076,2190.9839479530865
IMAGE,SSP3-Ref-SPA0-V17,INDO,Emissions|CO2,Mt CO2/yr,1329.2062786039098,1635.057281642782,1987.4682822444809,1928.7675986453946,1929.880981620756,1968.8249920409633,2002.3847047718787,2112.685709827479,2224.851827187936,2282.7573651163775
IMAGE,SSP4-Ref-SPA0-V17,INDO,Emissions|CO2,Mt CO2/yr,1329.2062786039098,1635.057281642782,1714.7269390393478,1785.6784160965792,1812.4307150898965,1928.1203818484607,2042.9382529526488,1952.7643027491386,1844.3927512256148,1714.268941399332
IMAGE,SSP5-Ref-SPA0-V17,INDO,Emissions|CO2,Mt CO2/yr,1329.2062786039098,1635.057281642782,2172.386759637594,2844.153707127049,3209.7457074858053,3446.7147830281815,3690.85203077173,3500.2325849536196,3276.7612918017935,3090.341817500992
IMAGE,SSP1-Ref-SPA0-V17,JAP,Emissions|CO2,Mt CO2/yr,1154.4339092032558,1064.6236268057683,927.3212942330649,923.6256460393696,950.2731527556592,941.3055522502867,850.5082754272538,723.7255656582412,619.9182129469812,539.5162404868724
IMAGE,SSP2-Ref-SPA0-V17,JAP,Emissions|CO2,Mt CO2/yr,1154.4339092032558,1064.6236268057683,976.5935262932082,954.2049052788032,978.6333110427427,1004.3935242612304,964.7715251528107,891.2731425777696,860.9326172657666,839.1214447784322
IMAGE,SSP3-Ref-SPA0-V17,JAP,Emissions|CO2,Mt CO2/yr,1154.4339092032558,1064.6236268057683,1057.6107687322142,1054.9411113426486,1045.6309917128958,992.1699219651972,902.9405009772678,805.6777700520845,710.4786581049535,633.677724260081
IMAGE,SSP4-Ref-SPA0-V17,JAP,Emissions|CO2,Mt CO2/yr,1154.4339092032558,1064.6236268057683,963.9772746644571,878.8908132716309,858.6171163703738,871.9810130594142,795.4587606517415,661.2415060008681,584.5007731651156,552.8090261326121
IMAGE,SSP5-Ref-SPA0-V17,JAP,Emissions|CO2,Mt CO2/yr,1154.4339092032558,1064.6236268057683,1186.4409282491342,1397.045878219452,1590.8012595033422,1731.776580967981,1765.5703838681886,1712.8892416921756,1708.7451071703144,1788.903645995961
IMAGE,SSP1-Ref-SPA0-V17,KOR,Emissions|CO2,Mt CO2/yr,696.3106079734572,784.5717214661814,732.374872910004,645.3157094906312,555.1171977229912,457.5288722136313,397.53193668164704,313.36798861491377,247.27799481414647,205.52686057369726
IMAGE,SSP2-Ref-SPA0-V17,KOR,Emissions|CO2,Mt CO2/yr,696.3106079734572,784.5717214661814,861.0873159555592,839.708460566246,795.2505188711236,739.1790975606876,667.3989614457638,577.9128469356756,508.66126510158045,472.1137695741694
IMAGE,SSP3-Ref-SPA0-V17,KOR,Emissions|CO2,Mt CO2/yr,696.3106079734572,784.5717214661814,845.7133433792918,828.4041545349448,779.823003204031,701.3629608791899,615.9974264069112,524.1063487211486,435.6432597238487,368.35993197928804
IMAGE,SSP4-Ref-SPA0-V17,KOR,Emissions|CO2,Mt CO2/yr,696.3106079734572,784.5717214661814,796.6640117097937,731.40208950334,650.509948789606,576.0183055129772,502.86758936049387,420.2770080948476,374.25557457829404,360.03400933041917
IMAGE,SSP5-Ref-SPA0-V17,KOR,Emissions|CO2,Mt CO2/yr,696.3106079734572,784.5717214661814,906.542994263728,927.2791087675663,924.5709025905622,911.4592794611151,893.9575145262559,853.3730266075272,797.5337372551202,793.7739156808852
IMAGE,SSP1-Ref-SPA0-V17,ME,Emissions|CO2,Mt CO2/yr,1551.1386414984345,2006.2675579623358,2237.6097414143564,2453.2956341748495,2584.2084352935217,2689.5734051924233,2656.272623939396,2327.181681526666,2067.5582277270223,1820.2613221869626
IMAGE,SSP2-Ref-SPA0-V17,ME,Emissions|CO2,Mt CO2/yr,1551.1386414984345,2006.2675579623358,2217.2087607809913,2586.1136070059347,2907.6814374388136,3267.9041344116654,3532.864441239138,3756.79720086236,4075.6468102663466,4345.6051436242215
IMAGE,SSP3-Ref-SPA0-V17,ME,Emissions|CO2,Mt CO2/yr,1551.1386414984345,2006.2675579623358,2412.44264751749,2972.732768011134,3394.455607404941,3681.205098804707,3911.735799509258,4383.6356205157,4980.678792770497,5657.985799668008
IMAGE,SSP4-Ref-SPA0-V17,ME,Emissions|CO2,Mt CO2/yr,1551.1386414984345,2006.2675579623358,2673.4131268706415,3241.209350880593,3668.258077319155,3936.1666670245,4015.8835452869553,3966.838297886663,4314.05354856927,4552.760620531075
IMAGE,SSP5-Ref-SPA0-V17,ME,Emissions|CO2,Mt CO2/yr,1551.1386414984345,2006.2675579623358,2859.5036216792255,3735.413086277083,4420.283935948719,5007.416545051574,5458.959025561373,5772.319824743506,5912.565796435943,5894.0458175931135
IMAGE,SSP1-Ref-SPA0-V17,MEX,Emissions|CO2,Mt CO2/yr,538.3946330242054,572.8777822379521,525.2463074207965,572.0759227001189,564.829086355059,525.1421865304876,502.6002655486206,369.88599399114554,266.731956506182,218.91635388139235
IMAGE,SSP2-Ref-SPA0-V17,MEX,Emissions|CO2,Mt CO2/yr,538.3946330242054,572.8777822379521,621.4292247065587,726.4418284758709,763.7981771527695,824.1082866146324,902.8576406663879,931.9416097852428,957.7535197810789,1035.594991142322
IMAGE,SSP3-Ref-SPA0-V17,MEX,Emissions|CO2,Mt CO2/yr,538.3946330242054,572.8777822379521,789.6830445053831,958.3262126522247,964.7058411521537,1040.1229350717701,1148.5554708889192,1262.2137452319341,1361.7614849056974,1519.5557150632717
IMAGE,SSP4-Ref-SPA0-V17,MEX,Emissions|CO2,Mt CO2/yr,538.3946330242054,572.8777822379521,609.9576874333803,638.3332876149964,685.6751150118783,633.7459259609335,619.5196330315804,553.7183634943484,522.0420583563777,469.5327911803801
IMAGE,SSP5-Ref-SPA0-V17,MEX,Emissions|CO2,Mt CO2/yr,538.3946330242054,572.8777822379521,758.8936412229616,978.9152934646434,1173.5885722909347,1258.7772523116998,1274.1123963560628,1185.8329875752509,1105.8428549182395,1056.2035421695862
IMAGE,SSP1-Ref-SPA0-V17,NAF,Emissions|CO2,Mt CO2/yr,435.47569278861215,583.2680512004853,698.7511546452286,787.0012462059857,795.1438243317259,823.1226909114179,861.1122691619418,814.5324097420171,699.4896240870274,592.5769399545868
IMAGE,SSP2-Ref-SPA0-V17,NAF,Emissions|CO2,Mt CO2/yr,435.47569278861215,583.2680512004853,714.994517073463,786.485677154832,837.4519857532154,1011.374491465641,1194.148223985512,1307.8002320524847,1437.3014425948563,1585.0949199845943
IMAGE,SSP3-Ref-SPA0-V17,NAF,Emissions|CO2,Mt CO2/yr,435.47569278861215,583.2680512004853,827.8684438822269,958.0134583390452,1069.2924500483803,1264.0983277516368,1507.1679587144893,1796.6780804042198,2055.18345152147,2311.5144248520646
IMAGE,SSP4-Ref-SPA0-V17,NAF,Emissions|CO2,Mt CO2/yr,435.47569278861215,583.2680512004853,812.6851451341018,932.2254385206202,1018.1156617136497,1185.9312338317702,1303.2125347050624,1321.4677633851074,1330.4242860096194,1325.982950966898
IMAGE,SSP5-Ref-SPA0-V17,NAF,Emissions|CO2,Mt CO2/yr,435.47569278861215,583.2680512004853,932.8388621860405,1287.8942872264563,1600.2462159657894,1968.6220094563093,2267.320841677474,2358.6130983589505,2284.066121626913,2184.318420608731
IMAGE,SSP1-Ref-SPA0-V17,OCE,Emissions|CO2,Mt CO2/yr,236.0462544973702,388.3960698798725,246.52313234662992,348.2449620881365,196.9342155635574,243.92651623718163,300.0696360542973,153.36442058685887,242.79769136728734,155.38956071358922
IMAGE,SSP2-Ref-SPA0-V17,OCE,Emissions|CO2,Mt CO2/yr,236.0462544973702,388.3960698798725,367.53163658940156,489.4570872433893,521.4110107895884,453.80169681859843,526.8548940501745,476.2655131455104,500.99682621742016,532.1143697586605
IMAGE,SSP3-Ref-SPA0-V17,OCE,Emissions|CO2,Mt CO2/yr,236.0462544973702,388.3960698798725,479.5409851510165,560.536183726088,591.276743624716,493.6202443889501,520.1214447494322,393.24339806634833,425.33333337199997,356.0508957232862
IMAGE,SSP4-Ref-SPA0-V17,OCE,Emissions|CO2,Mt CO2/yr,236.0462544973702,388.3960698798725,285.5101954401807,452.25546523073,388.984568313357,337.88437401346414,387.609931981038,386.96277113299743,396.5335007074352,402.48998772783347
IMAGE,SSP5-Ref-SPA0-V17,OCE,Emissions|CO2,Mt CO2/yr,236.0462544973702,388.3960698798725,460.63269301469467,685.8247223523867,886.224146605631,913.1231995459018,1074.7506002767411,1036.1666769333897,1216.4580689582433,1269.8994446955235
IMAGE,SSP1-Ref-SPA0-V17,RCAM,Emissions|CO2,Mt CO2/yr,308.76062523151967,302.3335800445747,307.2730560582073,334.7481028543249,365.06110131085666,434.1333389676893,396.2163264316902,317.85360720663016,259.10497540604194,172.23331071512047
IMAGE,SSP2-Ref-SPA0-V17,RCAM,Emissions|CO2,Mt CO2/yr,308.76062523151967,302.3335800445747,339.74551394690155,384.7847646427278,494.63442997660735,662.0973562206724,806.2937673665937,909.1881460380571,996.8955892833352,1070.576141454747
IMAGE,SSP3-Ref-SPA0-V17,RCAM,Emissions|CO2,Mt CO2/yr,308.76062523151967,302.3335800445747,435.18235274138493,515.5124308736877,606.0079753155082,750.7723796255436,926.2909394152629,1115.0227255245427,1335.1356304110896,1590.5582175111326
IMAGE,SSP4-Ref-SPA0-V17,RCAM,Emissions|CO2,Mt CO2/yr,308.76062523151967,302.3335800445747,381.8525390972139,404.83337914650355,441.291776061439,529.9587148512379,573.2078247591411,638.0891266449221,695.1009929017326,732.1171163588738
IMAGE,SSP5-Ref-SPA0-V17,RCAM,Emissions|CO2,Mt CO2/yr,308.76062523151967,302.3335800445747,451.05060581493035,674.619389913217,896.5285899659427,1082.5825501472448,1098.1740520204069,1049.6709493955548,971.3561503975499,966.8398438378945
IMAGE,SSP1-Ref-SPA0-V17,RSAF,Emissions|CO2,Mt CO2/yr,293.1827748883066,786.5278626203307,484.6511892123535,709.9455211013243,457.8170649626809,552.8974253839223,731.6210175225657,739.708206244004,634.6625926276836,625.5670929523775
IMAGE,SSP2-Ref-SPA0-V17,RSAF,Emissions|CO2,Mt CO2/yr,293.1827748883066,786.5278626203307,787.6436513981014,1436.2590028161158,1105.8586325061315,909.927342815468,1223.8728638807925,1723.569102126089,2153.8242596359064,2649.995605709659
IMAGE,SSP3-Ref-SPA0-V17,RSAF,Emissions|CO2,Mt CO2/yr,293.1827748883066,786.5278626203307,1018.210551036575,1361.5264995541136,1586.9033001117118,841.6444601188308,1100.7021587100899,1346.0857239993245,1657.2027487671912,2255.430359091758
IMAGE,SSP4-Ref-SPA0-V17,RSAF,Emissions|CO2,Mt CO2/yr,293.1827748883066,786.5278626203307,731.7232920993979,1821.2615765002047,892.0783590491969,506.3523661755893,487.0305277949265,864.8489838432711,878.4328715805085,1075.517995296342
IMAGE,SSP5-Ref-SPA0-V17,RSAF,Emissions|CO2,Mt CO2/yr,293.1827748883066,786.5278626203307,979.6218160884055,1743.8813478147847,1928.8412273888907,1939.1570843234224,2625.9129641059067,3117.2541303289595,3668.85203076973,3696.6966759545526
IMAGE,SSP1-Ref-SPA0-V17,RSAM,Emissions|CO2,Mt CO2/yr,1119.9411927287658,1383.484314090615,1433.0073650391275,1299.726582963209,1431.3225200682712,1322.2604473044503,943.5788676801809,675.8550212202955,517.0905813051462,414.06603753357336
IMAGE,SSP2-Ref-SPA0-V17,RSAM,Emissions|CO2,Mt CO2/yr,1119.9411927287658,1383.484314090615,1633.860422918715,1711.800252434264,2165.7156374039146,1962.2552492018242,2038.2848716045694,2210.9919435603742,2176.3528647811836,2217.4900718161734
IMAGE,SSP3-Ref-SPA0-V17,RSAM,Emissions|CO2,Mt CO2/yr,1119.9411927287658,1383.484314090615,1917.5984091912542,2030.601521994496,2565.5344850965116,2822.533935803469,3000.9715171998987,3272.741923311845,3457.1881920460605,3614.8611250031026
IMAGE,SSP4-Ref-SPA0-V17,RSAM,Emissions|CO2,Mt CO2/yr,1119.9411927287658,1383.484314090615,1630.6696575375656,1671.5698650608151,2253.958008017405,1726.5640463809186,1453.0255433449838,1690.7733155833942,1272.2988689307676,1271.3070069515109
IMAGE,SSP5-Ref-SPA0-V17,RSAM,Emissions|CO2,Mt CO2/yr,1119.9411927287658,1383.484314090615,2041.7532553939473,2477.9655153619883,3286.3974815813153,2945.5677899813204,2942.542521426358,2847.092142999712,2518.1162315114716,2268.5317995226364
IMAGE,SSP1-Ref-SPA0-V17,RSAS,Emissions|CO2,Mt CO2/yr,241.61848451903563,417.04411319709277,661.3878123566756,970.4206849026732,1321.3717550843173,1693.6022035231044,1910.6929729927097,1973.5522259281117,2014.6829428914862,2094.969380887066
IMAGE,SSP2-Ref-SPA0-V17,RSAS,Emissions|CO2,Mt CO2/yr,241.61848451903563,417.04411319709277,668.5191142372067,944.9223125045218,1352.6402487395037,1935.712199069203,2548.6757407915934,3258.0578005891557,4059.70406124146,4951.063477012596
IMAGE,SSP3-Ref-SPA0-V17,RSAS,Emissions|CO2,Mt CO2/yr,241.61848451903563,417.04411319709277,768.1116689744507,1020.0751038524996,1391.1171977989911,1861.9377646549442,2304.9227500467778,2866.1868288738438,3528.380920730918,4403.732462965443
