Year,BRA,CAN,CEU,CHN,EAF,INDIA,INDO,JAP,KOR,ME,MEX,NAF,OCE,RCAM,RSAF,RSAM,RSAS,RUS,SAF,SEAS,STAN,TUR,UKR,USA,WAF,WEU
1906,0.020542081,0.006310511,0.07774754,0.41294521,0.040462772,0.289707671,0.04221237,0.047589051,0.015345678,0.022462076,0.014062935,0.023732698,0.005464894,0.010310599,0.017408073,0.026065022,0.061479287,0.073778244,0.005696812,0.048355515,0.011502135,0.01446709,0.031675357,0.083829992,0.054288299,0.250541399
1907,0.020982964,0.006484363,0.078404836,0.415209515,0.040384892,0.291357804,0.042663468,0.048148908,0.015385169,0.022698732,0.014194091,0.024090186,0.005558235,0.01050697,0.017338033,0.02657849,0.061854622,0.074451427,0.005794372,0.049649972,0.011604452,0.014551173,0.031972154,0.08543705,0.054541825,0.252762932
1908,0.02143331,0.006663003,0.079066778,0.417488664,0.040307872,0.293017306,0.043116806,0.048715351,0.015424758,0.022938231,0.014326467,0.024453103,0.005653274,0.010707902,0.017269243,0.027105058,0.062233163,0.07513075,0.005893599,0.050996703,0.011707677,0.014635744,0.032271731,0.087074899,0.054800718,0.25500984
1909,0.021892657,0.00683599,0.079576808,0.420234307,0.040243337,0.294397607,0.04356413,0.049292444,0.015507989,0.023114826,0.014429522,0.024786204,0.00575138,0.010912487,0.017212687,0.027634289,0.062685345,0.075816271,0.005993374,0.052153406,0.011811821,0.014679982,0.032574113,0.088647362,0.0550696,0.256865082
1910,0.022361184,0.007002961,0.079936919,0.42352757,0.040364898,0.295496971,0.044005845,0.049880362,0.015635728,0.02322935,0.014503032,0.025089655,0.005918686,0.012791933,0.017168447,0.028182528,0.063217194,0.076508046,0.006093688,0.053123649,0.011916889,0.014683987,0.032879328,0.090151889,0.055348215,0.258339199
1911,0.022839075,0.007163537,0.080139064,0.427123733,0.040150531,0.296313651,0.044420127,0.05047928,0.015808857,0.02328262,0.014546769,0.025360172,0.00595714,0.011352073,0.017135807,0.02869923,0.063835184,0.077177895,0.00619453,0.053862169,0.01202289,0.014647858,0.033187401,0.091585865,0.055636292,0.259385258
1912,0.023326514,0.007317326,0.080187157,0.431321772,0.040122682,0.296845891,0.044855202,0.05108938,0.016028271,0.023275442,0.014560504,0.025599614,0.00606498,0.011549306,0.017115249,0.029234107,0.064546266,0.077882093,0.006295888,0.054395994,0.012129834,0.014571689,0.03349836,0.092946603,0.055933571,0.260042406
1913,0.023823693,0.007463921,0.080093077,0.436014976,0.040106812,0.297091925,0.045285424,0.051710843,0.01629488,0.023208592,0.014544007,0.025806389,0.006176252,0.011769661,0.017106462,0.029769989,0.065357905,0.078592714,0.006397751,0.054703445,0.012237729,0.014455574,0.03381223,0.094231351,0.056239794,0.260292306
1914,0.024331468,0.007613451,0.080007104,0.440748436,0.040091171,0.297338132,0.045719373,0.052339865,0.016565939,0.023148646,0.014527526,0.026015074,0.006289726,0.011995305,0.017098353,0.030317198,0.066208142,0.079309818,0.00650126,0.055018466,0.012346583,0.014340384,0.034129041,0.095533839,0.056550154,0.260548687
1915,0.024850065,0.007765975,0.079872112,0.44551895,0.040075763,0.297584511,0.046159904,0.052976538,0.016841524,0.023095557,0.01451106,0.026225693,0.00640544,0.012226372,0.017090932,0.030875997,0.067099638,0.080033464,0.00660644,0.055341154,0.012456402,0.014226111,0.034448819,0.096854312,0.056864688,0.260811582
1916,0.025379715,0.007921554,0.079679979,0.450334546,0.040060581,0.297831063,0.046540501,0.053620954,0.017121709,0.023049269,0.014494609,0.026438259,0.006523445,0.012463008,0.017084206,0.03144665,0.068035262,0.080763713,0.006713319,0.055671604,0.012567199,0.014112748,0.034771591,0.098193018,0.057183431,0.261081025
1917,0.025920654,0.008080249,0.07946759,0.455203565,0.04004564,0.298077789,0.046821661,0.054273209,0.017406573,0.023009736,0.014478175,0.026652799,0.006643782,0.012705356,0.017078182,0.032029433,0.069018086,0.081500621,0.006821924,0.056009912,0.012678978,0.014000287,0.035097386,0.099550208,0.057506412,0.261357045
1918,0.026470416,0.008245222,0.079249745,0.460228055,0.040058791,0.298421342,0.047182756,0.054927094,0.017686435,0.022981282,0.014468493,0.026873426,0.006767493,0.012944409,0.017075481,0.032611683,0.070146586,0.082252912,0.006927689,0.056399397,0.012795329,0.013891763,0.035419462,0.10097012,0.057778077,0.26163139
1919,0.027027899,0.008408944,0.079272048,0.46461435,0.04012082,0.299273541,0.047645268,0.055611871,0.017972464,0.02305697,0.014502107,0.027111481,0.006892024,0.013186392,0.01712783,0.033216421,0.071067197,0.083012148,0.007042968,0.056820499,0.012912747,0.013825326,0.035744492,0.102419259,0.058169539,0.262126561
1920,0.027593186,0.008571309,0.07963115,0.468425876,0.04040564,0.300639878,0.048230944,0.056328237,0.018264787,0.023238022,0.014579605,0.027368942,0.007086512,0.015334682,0.017236167,0.033862932,0.071777734,0.083778389,0.007168076,0.057288255,0.013031242,0.01380095,0.036072506,0.103898175,0.058682695,0.262861425
1921,0.02816636,0.008732206,0.080157751,0.471417665,0.040394135,0.302525896,0.048812394,0.057076902,0.018563532,0.02352576,0.014701588,0.027640914,0.007143909,0.013699113,0.01740064,0.034496227,0.072275019,0.084551704,0.007303334,0.057761728,0.013150826,0.013818615,0.036403528,0.105407425,0.059319489,0.263790228
1922,0.028747505,0.008891519,0.08097161,0.473833142,0.040606774,0.304937193,0.049391426,0.057858589,0.018868832,0.023921579,0.014868662,0.02793282,0.007271443,0.013929822,0.017622605,0.035172787,0.072554864,0.085332158,0.00744907,0.058284012,0.013271504,0.013878301,0.036737589,0.106947578,0.060081885,0.264964073
1923,0.029336703,0.00904913,0.08196056,0.475588457,0.040870977,0.307879422,0.049985422,0.058674033,0.019180818,0.024426982,0.015081445,0.028243212,0.007400151,0.01418342,0.017902634,0.035874818,0.072612007,0.086119814,0.007605625,0.058842238,0.013393292,0.013979991,0.037074716,0.108519213,0.060971887,0.266369435
1924,0.029937978,0.009209535,0.082957879,0.47735928,0.041138891,0.310850039,0.050588076,0.05950097,0.019497964,0.024946142,0.015297272,0.028557052,0.007531769,0.014442664,0.018187195,0.036593059,0.072704902,0.086914744,0.00776547,0.059415123,0.013516196,0.014082427,0.037414935,0.110113945,0.061875172,0.267794847
1925,0.030551576,0.009372783,0.08398078,0.479130551,0.041410578,0.313849318,0.051199095,0.060339562,0.019820352,0.025479483,0.015516188,0.02887438,0.007666336,0.014707699,0.018476359,0.03732791,0.072832264,0.087717009,0.007928675,0.060002971,0.013640229,0.014185613,0.037758278,0.111732111,0.062791934,0.26924019
1926,0.031177749,0.009538925,0.084998469,0.48091147,0.041686087,0.316877536,0.051819363,0.061189973,0.020148071,0.026027446,0.015738237,0.029195233,0.007839895,0.014978669,0.018770205,0.0380798,0.072992889,0.088526681,0.008095309,0.060606095,0.0137654,0.014289555,0.03810477,0.113374057,0.063722376,0.270705361
1927,0.031816757,0.009708012,0.08601017,0.482859223,0.041965482,0.319934973,0.052448295,0.062052369,0.020481211,0.026590481,0.015963464,0.029519652,0.007944483,0.015255737,0.019068809,0.038849156,0.073185642,0.089343825,0.008265446,0.061224815,0.01389172,0.014394259,0.038454443,0.115040131,0.064666698,0.272190273
1928,0.032468862,0.009880096,0.087036098,0.484516436,0.04224882,0.32302191,0.053086776,0.062926919,0.020819858,0.027169063,0.016191914,0.029847677,0.008088146,0.015539043,0.019372252,0.039636423,0.073409467,0.090168511,0.008439158,0.061859454,0.0140192,0.01449973,0.038807325,0.11673069,0.065625118,0.273694836
1929,0.033134257,0.010041248,0.087998418,0.486582244,0.0425292,0.326429031,0.053737664,0.063798063,0.021151424,0.027713904,0.016433663,0.030207382,0.008219274,0.015827531,0.019676717,0.040408576,0.073824901,0.091000811,0.008615057,0.062569614,0.014147848,0.014637,0.039163443,0.118261782,0.06658415,0.275228953
1930,0.033813213,0.010191122,0.088900703,0.488892366,0.043001903,0.330163509,0.054447625,0.064665549,0.021475644,0.028223289,0.016689077,0.030603025,0.008409798,0.018270414,0.019982367,0.041185041,0.074429753,0.091840792,0.008793161,0.063374828,0.014277677,0.014806857,0.039522832,0.11962977,0.067543611,0.276809586
1931,0.034506006,0.010329362,0.089744494,0.491458922,0.043080495,0.334232641,0.0552146,0.065529121,0.021792247,0.028695439,0.016958527,0.03102512,0.008482122,0.016447911,0.020288564,0.041902638,0.075222118,0.092688528,0.008973484,0.064218639,0.014408698,0.015010104,0.039885517,0.120830953,0.068503328,0.278381051
1932,0.035212919,0.010455609,0.090518311,0.494265415,0.043351112,0.338643856,0.056038894,0.066388515,0.022100953,0.029128502,0.017242393,0.031484836,0.00853293,0.016723699,0.020595867,0.042621973,0.076200371,0.093544089,0.009156043,0.065158603,0.014540921,0.01524756,0.040251531,0.121861566,0.069463106,0.279996731
1933,0.035934239,0.010569491,0.091219646,0.497318841,0.043618181,0.343404711,0.056877084,0.067243463,0.022401478,0.029520558,0.017541066,0.031979607,0.008609374,0.017032485,0.020904032,0.043321034,0.077363159,0.094407547,0.009340853,0.066176279,0.014674358,0.01552006,0.040620902,0.12271778,0.070422757,0.281637351
1934,0.036670335,0.010684614,0.091922019,0.500376893,0.043888498,0.348232496,0.057729293,0.068109421,0.022706212,0.029919381,0.017844913,0.032482279,0.008686637,0.017347414,0.021216912,0.044031886,0.078547851,0.095278975,0.009529394,0.067212988,0.014809018,0.01579743,0.040993665,0.12358001,0.071395777,0.283291894
1935,0.03742151,0.010800991,0.092623529,0.503452513,0.044162112,0.353128154,0.058597366,0.068986531,0.023015215,0.030325108,0.018154022,0.032992982,0.00876473,0.017668622,0.02153458,0.044754732,0.079754862,0.096158446,0.009721741,0.068269113,0.014944916,0.016079757,0.041369847,0.124448298,0.072382353,0.284960475
1936,0.038188072,0.010918635,0.093325266,0.506641852,0.04443907,0.358092638,0.059481984,0.069874936,0.023328548,0.030737884,0.018468486,0.033511847,0.008887664,0.017996241,0.021857114,0.045489783,0.080984623,0.097046036,0.009917969,0.06934506,0.015082058,0.016367129,0.041749483,0.125322686,0.073382678,0.286643219
1937,0.038970337,0.01103756,0.094030321,0.510084521,0.04471941,0.363126915,0.060382946,0.070774782,0.023646275,0.031157858,0.018788397,0.034039006,0.008923451,0.018330407,0.022184587,0.046237248,0.082237567,0.097941818,0.010118159,0.070441238,0.01522046,0.016659638,0.042132602,0.126203219,0.074396942,0.288340254
1938,0.039768626,0.011157781,0.094714795,0.513293338,0.045003181,0.368231967,0.061301234,0.071686216,0.023968457,0.031585176,0.01911385,0.034574594,0.009004098,0.018671266,0.022517078,0.046997343,0.08351414,0.098845871,0.010322389,0.071558065,0.015360134,0.016957374,0.042519235,0.127089938,0.075425342,0.290051701
1939,0.040633684,0.011296195,0.095455443,0.516542871,0.045307958,0.371781679,0.06223599,0.072625078,0.024348107,0.032020187,0.019510841,0.035152916,0.00909783,0.019065,0.022869463,0.047805405,0.084817312,0.099758265,0.010528607,0.072829118,0.015501087,0.017257852,0.042909417,0.12816007,0.076522868,0.291656593
1940,0.041568218,0.011453308,0.095837623,0.520011046,0.045852998,0.373766276,0.063216094,0.073591941,0.024787461,0.032463383,0.01998285,0.035782439,0.009281049,0.021839824,0.023242494,0.048686195,0.086148541,0.100679083,0.01073681,0.074282378,0.015643335,0.017561075,0.04330318,0.129417367,0.077691515,0.29317446
1941,0.042575027,0.011629639,0.095952632,0.522592337,0.045982811,0.374175756,0.06424137,0.074587386,0.025288828,0.032915292,0.02053349,0.036444149,0.009325713,0.019828785,0.023636132,0.049572799,0.087509378,0.101608401,0.010946998,0.075858042,0.015786886,0.017867048,0.043700556,0.130865641,0.078933311,0.29454306
1942,0.043657003,0.011825718,0.095842738,0.525480441,0.04635406,0.372999886,0.065213287,0.075612006,0.02585459,0.033376479,0.02116652,0.037160376,0.009460467,0.020262772,0.024051544,0.050535956,0.088901469,0.102546296,0.011159168,0.077628532,0.015931757,0.018175775,0.044101579,0.132508765,0.080250344,0.295822794
1943,0.044817135,0.012042086,0.095609145,0.528308047,0.046748661,0.370228201,0.065926743,0.076666406,0.026487206,0.033847531,0.021885841,0.037925975,0.009609501,0.020722499,0.024489123,0.051554738,0.090326555,0.103492849,0.011373317,0.079578504,0.016077956,0.018487257,0.044506282,0.134350677,0.081644738,0.296992282
1944,0.046008096,0.012262412,0.09548237,0.531097414,0.047149695,0.367477113,0.066234274,0.077735509,0.027136268,0.034328894,0.022629608,0.038708566,0.009760919,0.021193986,0.024934665,0.052596096,0.091783975,0.104448139,0.011591575,0.081581705,0.016225497,0.018804078,0.044914698,0.136218191,0.083063883,0.298171686
1945,0.047230706,0.01248677,0.094879281,0.533851209,0.047557281,0.364746467,0.066533261,0.078819521,0.027802222,0.034820886,0.023398651,0.039508549,0.009914761,0.021677556,0.025388321,0.05366056,0.093274689,0.105412247,0.011814022,0.083639747,0.016374393,0.019126328,0.045326864,0.138111665,0.084508211,0.299361079
1946,0.048485805,0.012715233,0.093535753,0.536624024,0.047971526,0.362036112,0.067059327,0.07991865,0.028485527,0.035323851,0.024193829,0.040326337,0.010126065,0.022173531,0.025850233,0.054748665,0.094799695,0.106385254,0.012040737,0.085754298,0.016524654,0.0194541,0.04574281,0.140031458,0.085978175,0.300560552
1947,0.049774257,0.012947875,0.092617669,0.539543882,0.048392549,0.359345897,0.067992603,0.081033105,0.029186654,0.03583814,0.02501603,0.041162349,0.010229872,0.022682252,0.026320555,0.055860969,0.096360039,0.107367242,0.012271803,0.087927077,0.016676294,0.01978749,0.046162574,0.141977937,0.087474223,0.301770182
1948,0.051096948,0.013184774,0.092534278,0.542688377,0.048820466,0.356675672,0.069095144,0.082163102,0.029906091,0.036364113,0.025866173,0.042017016,0.010391219,0.023204072,0.026799439,0.056998041,0.097956803,0.108358294,0.012507304,0.090159874,0.016829326,0.020126593,0.046586189,0.143951473,0.088996825,0.302990059
1949,0.052489682,0.013449459,0.092673568,0.547710358,0.049373777,0.355893489,0.070303472,0.083270008,0.030580381,0.036995019,0.026727593,0.042913516,0.010570655,0.023750163,0.027315322,0.058223066,0.099669761,0.10938319,0.012764367,0.092455472,0.017067546,0.020522505,0.047058307,0.146051521,0.090634305,0.304385896
1950,0.053408501,0.013741686,0.093003121,0.554597377,0.050306565,0.346278765,0.070757102,0.086443232,0.030873963,0.035999925,0.027587893,0.043855215,0.010919862,0.027215078,0.027949353,0.059561845,0.101284089,0.111404512,0.013038461,0.095395865,0.017575449,0.021021088,0.046966713,0.154202632,0.0926194,0.304978334
1951,0.055018796,0.01408325,0.094246865,0.564684736,0.051469785,0.353870007,0.072279371,0.087849881,0.030452463,0.036884631,0.028320443,0.044876513,0.011219695,0.027819731,0.028504081,0.061010414,0.103262567,0.112990136,0.013308974,0.097842427,0.018075594,0.021643819,0.047569777,0.156481263,0.09439006,0.306635621
1952,0.056694832,0.014482744,0.095487993,0.57645251,0.052687157,0.361874845,0.073908251,0.08913509,0.030483424,0.037821702,0.029090112,0.045956973,0.011497314,0.028438473,0.029079911,0.062509467,0.105372823,0.114614089,0.013595492,0.100427021,0.018585805,0.022290049,0.048190963,0.15879417,0.096212373,0.308237342
1953,0.0584337,0.014897828,0.096761982,0.589292491,0.053945095,0.370104517,0.075646242,0.090324131,0.03095265,0.038801103,0.029899194,0.047093787,0.011752986,0.02907268,0.02967827,0.064048897,0.107573634,0.116291629,0.013892858,0.103169116,0.019109631,0.022958508,0.048826082,0.161168268,0.098067403,0.310146846
1954,0.060235068,0.015318941,0.09806935,0.602281923,0.055253203,0.378687093,0.077492649,0.09140763,0.031658291,0.03981799,0.03075297,0.048266253,0.01200533,0.029724749,0.030299884,0.065627712,0.109889178,0.118066482,0.014203738,0.106063089,0.019651787,0.023636059,0.049490323,0.163636251,0.099975109,0.312153202
1955,0.062101343,0.015728228,0.099385256,0.616173266,0.05662329,0.387700839,0.079449736,0.09242543,0.032528331,0.040879677,0.031650548,0.04946727,0.012278948,0.030396201,0.030948168,0.067247236,0.112350091,0.119940407,0.014533312,0.109133346,0.020220255,0.024310462,0.0501958,0.166199979,0.10195818,0.314121665
1956,0.064033951,0.016159573,0.10061343,0.629678989,0.058053003,0.396988852,0.081512564,0.093341952,0.033474743,0.041992001,0.03258789,0.050690873,0.01256854,0.031087297,0.031625502,0.06891241,0.114941004,0.121880688,0.014880635,0.112322991,0.020820772,0.025057552,0.050933114,0.168824918,0.104013771,0.316108735
1957,0.06603145,0.016641283,0.101842938,0.644005125,0.059480222,0.406253849,0.083676768,0.094108932,0.034515383,0.04312499,0.033562666,0.051921561,0.012857711,0.031799063,0.032334293,0.070626618,0.117667906,0.123910688,0.015244788,0.115681176,0.021456737,0.025880873,0.051697955,0.171499183,0.106140207,0.318311451
1958,0.068092105,0.017104033,0.103127651,0.658413885,0.060885018,0.415777393,0.085936342,0.09484691,0.035637592,0.044278926,0.034575024,0.053150277,0.013145052,0.032531182,0.033071946,0.072383182,0.120493098,0.125993802,0.01562037,0.119157415,0.022129259,0.026704921,0.05251558,0.174215249,0.108306385,0.320769358
1959,0.070214424,0.017515473,0.104326497,0.667452559,0.062425382,0.425780636,0.088295506,0.095622923,0.036751129,0.045519419,0.035627215,0.054416168,0.013434486,0.033288618,0.033841917,0.074190962,0.123481849,0.127939237,0.016014918,0.122727645,0.022845421,0.027526283,0.053332819,0.177145721,0.110565556,0.32323417
1960,0.072388071,0.017898743,0.10545359,0.670093878,0.064121697,0.435990289,0.090759187,0.096399711,0.037838253,0.04684735,0.03672457,0.055736594,0.013730734,0.034087263,0.03465303,0.076050137,0.126673067,0.12983417,0.016440132,0.12631026,0.023609978,0.028329854,0.05410813,0.180274505,0.112962795,0.325673468
1961,0.074605393,0.018263022,0.106518674,0.671486043,0.065902096,0.446564674,0.093312541,0.097217546,0.038843575,0.048257185,0.037890078,0.057065323,0.014030992,0.034923638,0.035493802,0.077955073,0.129987226,0.131769614,0.016907992,0.129801848,0.024425448,0.02911919,0.054863941,0.183489436,0.115436726,0.328208257
1962,0.07686527,0.018613545,0.107469497,0.68104849,0.06775953,0.457283043,0.095952431,0.098076351,0.039772029,0.049778686,0.039129158,0.058416973,0.014324157,0.035778998,0.036357951,0.079905926,0.133439698,0.133548334,0.017418474,0.133386172,0.025284611,0.029916095,0.055577519,0.186724236,0.117998897,0.330968057
1963,0.07916418,0.018964204,0.108363546,0.700754248,0.069680594,0.468138526,0.09868325,0.098958177,0.040712502,0.051395047,0.040424014,0.059806698,0.014616998,0.03664832,0.037255545,0.08189845,0.137024641,0.135160422,0.017954514,0.137123143,0.026164734,0.030726798,0.056251708,0.189825167,0.120665896,0.333815444
1964,0.081488546,0.019321627,0.109253744,0.721966651,0.071716988,0.47922955,0.101520601,0.09989013,0.041634656,0.053085051,0.041771999,0.061221572,0.014916705,0.03753535,0.038189024,0.08392154,0.140745802,0.136612075,0.018511322,0.140915418,0.027051093,0.031543026,0.056884095,0.1928194,0.123413611,0.336648719
1965,0.083817535,0.019685472,0.110091285,0.741792552,0.073848724,0.490140093,0.10410786,0.100915965,0.042503617,0.054856414,0.043174422,0.062643005,0.01522834,0.038438148,0.039153162,0.08596686,0.144602895,0.137877284,0.019089334,0.144748832,0.027938608,0.032345163,0.057452662,0.195653733,0.126271076,0.339468434
1966,0.086139306,0.02005362,0.110899672,0.761381702,0.07601244,0.500740202,0.106594088,0.101887781,0.04341493,0.056699794,0.044629058,0.064141277,0.015543963,0.03935143,0.040149889,0.088032709,0.148585545,0.139034515,0.019690028,0.148596974,0.028824604,0.033177623,0.057996012,0.198265356,0.129250472,0.342187484
1967,0.088446075,0.020408732,0.111840092,0.779858814,0.078262245,0.511606346,0.109388443,0.102965486,0.044453972,0.058603916,0.046129565,0.065750194,0.015835203,0.040273286,0.041185951,0.09012153,0.152732784,0.1401002,0.020314032,0.152457373,0.02971509,0.034050379,0.058533294,0.200699861,0.132330336,0.344557658
1968,0.090741191,0.020734119,0.112903077,0.799779585,0.080623535,0.522716839,0.112374549,0.104237425,0.045540805,0.060585113,0.047668254,0.067407246,0.016116584,0.041197615,0.042274007,0.092233188,0.157022178,0.14107225,0.020957242,0.15632458,0.03061091,0.03492163,0.059052598,0.203010975,0.135530565,0.346738907
1969,0.093045719,0.021037563,0.113924099,0.821576838,0.083044513,0.533880495,0.115507784,0.10547512,0.046620299,0.06265972,0.049233144,0.069102203,0.016420508,0.042124024,0.04341377,0.094361963,0.161370837,0.142010821,0.021614631,0.160230643,0.031488313,0.035787738,0.0595307,0.205299986,0.138849061,0.349051982
1970,0.095375606,0.021439963,0.114864614,0.843417076,0.085529669,0.545864222,0.118716061,0.10671232,0.047714887,0.064804064,0.050814905,0.070822605,0.016818218,0.043059642,0.044610856,0.096476606,0.16567049,0.142830497,0.022279946,0.164047146,0.032339,0.036638405,0.05991958,0.207796288,0.142300568,0.350960944
1971,0.097739228,0.02189565,0.115785157,0.864773539,0.088062069,0.558096336,0.12196296,0.107951979,0.048812223,0.066998042,0.052412508,0.072553177,0.017294787,0.044009278,0.045913701,0.098600281,0.16940024,0.143638911,0.022942096,0.1678479,0.033179518,0.037518565,0.060330812,0.210426379,0.145846837,0.352945387
1972,0.100146746,0.02223083,0.116744365,0.884885322,0.090519603,0.570482089,0.12524111,0.109238916,0.049911452,0.069240866,0.054030117,0.074310753,0.017686738,0.044964219,0.047356159,0.100767151,0.173337647,0.144561494,0.023609402,0.171751088,0.034025748,0.038430168,0.060805383,0.212842531,0.149507667,0.355311211
1973,0.102600924,0.022512184,0.117725637,0.90422848,0.093120418,0.583465547,0.128561857,0.110614694,0.050976118,0.071541063,0.055667239,0.076128308,0.01799319,0.045923189,0.048910913,0.102964767,0.178154738,0.145493429,0.024294211,0.175665967,0.034877003,0.03932949,0.061235291,0.215006504,0.153359358,0.357400518
1974,0.105089625,0.022824046,0.118752277,0.922387838,0.095880341,0.597041345,0.131898405,0.112009632,0.051960855,0.073921457,0.057320096,0.07803012,0.018290154,0.046881841,0.050547835,0.105196762,0.183090321,0.146462265,0.024989057,0.179547046,0.035733912,0.04021018,0.061635961,0.217076422,0.157414107,0.359092125
1975,0.107619517,0.02314892,0.119793304,0.938632445,0.098613395,0.611309484,0.135256699,0.113321151,0.052846697,0.07640357,0.058982349,0.080182151,0.018552868,0.047837608,0.052261442,0.107450404,0.188017815,0.147528233,0.025690898,0.183304321,0.036605478,0.041053082,0.062026313,0.219129243,0.161676739,0.360279457
1976,0.110213306,0.023455739,0.120832576,0.953348005,0.101446142,0.625861838,0.138658497,0.114502752,0.053623286,0.078972811,0.060645471,0.082561377,0.018774009,0.04878096,0.054035883,0.109726804,0.193035567,0.148705626,0.026395398,0.187056759,0.037542727,0.041899942,0.062381822,0.221168704,0.166049227,0.361278642
1977,0.112875239,0.023730289,0.12183771,0.967024519,0.104193462,0.640801057,0.142092043,0.115574226,0.054336327,0.08170785,0.062308451,0.084894206,0.018979522,0.049725284,0.055867021,0.112063006,0.198201663,0.149944797,0.027118903,0.190949653,0.038553174,0.042773248,0.062696877,0.223259362,0.170577914,0.36240179
1978,0.115600895,0.023978689,0.122720517,0.980144738,0.107256551,0.655728181,0.145585518,0.116576883,0.055017823,0.084646992,0.063979005,0.087198316,0.019180913,0.050684475,0.05771774,0.114460201,0.203519386,0.151158553,0.027869456,0.194938858,0.039571732,0.043645257,0.062977199,0.225396049,0.175488022,0.363592633
1979,0.11838077,0.024237129,0.123567202,0.993783111,0.110614577,0.671155694,0.14914077,0.117521506,0.055694282,0.087748735,0.06564881,0.089605844,0.019383363,0.051637258,0.059631137,0.116896523,0.208937159,0.152210667,0.028634112,0.199120937,0.040493274,0.044510374,0.063269331,0.227575037,0.180703676,0.364886034
1980,0.121207403,0.024533733,0.124382145,1.008159759,0.113642128,0.687353977,0.152731786,0.118358713,0.056377785,0.091040014,0.067300289,0.092165194,0.019614639,0.052571438,0.061741273,0.119389347,0.214475745,0.153130099,0.029518811,0.203620181,0.041329465,0.045408765,0.063606898,0.229858606,0.185975126,0.3664669
1981,0.124063068,0.024844926,0.125121344,1.023189993,0.116981808,0.703696202,0.156342417,0.118994001,0.057190401,0.095102643,0.068892067,0.094859722,0.019895334,0.053491449,0.063866667,0.121938245,0.21968164,0.154077292,0.030540997,0.208371069,0.042178557,0.046321145,0.063956716,0.232201562,0.191362611,0.367874734
1982,0.126923109,0.025140108,0.125825117,1.039508412,0.12080961,0.720313419,0.159985467,0.119485721,0.058132421,0.099326178,0.070433206,0.097567901,0.020203908,0.054450296,0.065931991,0.12453726,0.225116193,0.155148607,0.031615289,0.213344672,0.043050666,0.047322049,0.064280926,0.234583103,0.197024768,0.368775742
1983,0.129790032,0.025412558,0.126496246,1.055422084,0.124453003,0.737372629,0.163662585,0.119948895,0.059054883,0.103132205,0.071971193,0.100318299,0.020501262,0.055482778,0.068103351,0.127200865,0.231215078,0.156415149,0.032739263,0.218590465,0.043957888,0.048447362,0.064624523,0.236986311,0.202609429,0.369475419
1984,0.132658811,0.02567033,0.127137348,1.070627041,0.127955334,0.754875401,0.167342968,0.120384352,0.059933252,0.107064086,0.073506802,0.103252644,0.020779272,0.056561646,0.070296849,0.12990616,0.237373911,0.157729146,0.033892739,0.22397871,0.044896681,0.049574017,0.064985043,0.239353915,0.20823118,0.370143893
1985,0.135515541,0.025927419,0.127718427,1.086985215,0.131578959,0.772647748,0.170951674,0.120832108,0.060769253,0.110991903,0.075043366,0.10631761,0.021054989,0.057657999,0.072532572,0.132608929,0.243630079,0.159006349,0.035042049,0.229280833,0.045875126,0.050687071,0.065313947,0.241690387,0.214183483,0.370927834
1986,0.138336321,0.026210985,0.128261608,1.104764445,0.135379283,0.790689937,0.17443691,0.121366674,0.06162927,0.115113368,0.076585591,0.109327381,0.021344099,0.058761711,0.074806277,0.135314549,0.249982728,0.16041296,0.036180469,0.234475345,0.046946623,0.051777719,0.065632255,0.243953759,0.22026444,0.371846937
1987,0.141104892,0.026540862,0.128774497,1.124056812,0.139466897,0.808931212,0.177862044,0.121943539,0.062527478,0.11939117,0.078136597,0.112254787,0.021653554,0.05987628,0.077027904,0.138051802,0.256389114,0.161914372,0.037326139,0.239725068,0.048087816,0.05284362,0.065932257,0.246161249,0.226516124,0.372833631
1988,0.143826311,0.026927889,0.129214781,1.143385707,0.14351311,0.827342945,0.181297558,0.122476904,0.063426032,0.123503337,0.079695481,0.115178059,0.021978208,0.061017664,0.079222811,0.140834246,0.26294885,0.163301069,0.038480593,0.245056345,0.049223931,0.053909576,0.066240109,0.248393183,0.232983661,0.374044712
1989,0.146502923,0.027365995,0.129490698,1.162413672,0.147509694,0.846039483,0.184742419,0.122947358,0.064329036,0.127603455,0.081247123,0.118072779,0.022306827,0.062182331,0.081470661,0.143651722,0.269741884,0.164391992,0.039628521,0.250377715,0.050285705,0.054976671,0.066515845,0.250674998,0.23966805,0.375603083
1990,0.149143183,0.027789386,0.129598173,1.18225369,0.151804038,0.86497217,0.188157776,0.123399717,0.065193467,0.131132553,0.082820134,0.121097016,0.022662268,0.063366821,0.0837466,0.146493426,0.276525762,0.165211402,0.040746216,0.255867718,0.051237659,0.05601557,0.066691343,0.253373337,0.246372007,0.377315937
1991,0.151724204,0.028157104,0.129589388,1.199763168,0.156140823,0.883927551,0.191578218,0.123889808,0.065867703,0.134885547,0.084430515,0.124047209,0.023007717,0.064550806,0.085989383,0.149308547,0.283429529,0.165756041,0.041687861,0.261309578,0.052170491,0.057009853,0.066821315,0.256471373,0.253229115,0.379042872
1992,0.154275022,0.028500013,0.129171194,1.213927031,0.160454914,0.902957019,0.195009617,0.124383659,0.066404514,0.139084568,0.086044763,0.126835219,0.023289703,0.065724114,0.088267812,0.15210797,0.290943039,0.165187637,0.042443459,0.26681215,0.053011875,0.057990062,0.066996817,0.259605966,0.260547358,0.380923629
