Year,BRA,CAN,CEU,CHN,EAF,INDIA,INDO,JAP,KOR,ME,MEX,NAF,OCE,RCAM,RSAF,RSAM,RSAS,RUS,SAF,SEAS,STAN,TUR,UKR,USA,WAF,WEU
1927,0.006038804,0.09199938,0.153867488,0.05073666,0,0.041883788,0.012886288,0.08948221,0.001879632,0.016839744,0.032859714,0.000626544,0.03576483,0.003808826,0.00245488,0.024120137,0,0.060636321,0.029561152,0.007375632,0.010550772,0.00327928,0.02230206,1.8628392,0.001198128,1.449956046
1928,0.006083169,0.09377664,0.163285398,0.051794052,0,0.04007296,0.014831872,0.09239057,0.002165424,0.017968256,0.024456444,0.000970156,0.033733317,0.004897357,0.002927477,0.025523738,0,0.067342134,0.02962344,0.012343095,0.011636709,0.003125154,0.024767324,1.830965,0.001249246,1.440382854
1929,0.006337248,0.09903005,0.184549008,0.052473444,0,0.041707876,0.018539246,0.09488034,0.002487856,0.017393008,0.02248231,0.001035705,0.031800364,0.004536008,0.002762567,0.028436146,0,0.072522958,0.030768816,0.012555471,0.012531988,0.003550149,0.026675016,1.9635062,0.00123453,1.556415084
1930,0.005787529,0.09434774,0.161851199,0.053801368,0,0.042399496,0.018084938,0.086165784,0.00234496,0.018924233,0.02071898,0.001145054,0.030764513,0.005009713,0.002502423,0.023814416,0,0.098601356,0.028722096,0.012115749,0.017074117,0.003971538,0.03627545,1.7449162,0.001326101,1.447430921
1931,0.00477261,0.075849256,0.157900136,0.05567858,0,0.038851024,0.016894168,0.07790401,0.002484192,0.018337933,0.016948686,0.001196219,0.026789997,0.004064672,0.001568103,0.022242308,0,0.118458934,0.025567392,0.010408176,0.020524817,0.003938384,0.043579916,1.4849591,0.001131998,1.309269704
1932,0.004780363,0.0702066,0.13941501,0.053863534,0,0.036129476,0.016586601,0.0779805,0.002927536,0.020536126,0.016326145,0.001214219,0.026589732,0.004068868,0.001223687,0.025644014,0,0.133463574,0.023455768,0.009514061,0.023111663,0.004000643,0.049093473,1.2578141,0.000729077,1.193916786
1933,0.005177471,0.06948255,0.136469097,0.05830646,3.63E-06,0.03546734,0.017861704,0.0913425,0.003451488,0.022543819,0.017630242,0.001184729,0.02832757,0.00485332,0.001333613,0.029194175,0,0.149164127,0.025331648,0.008964798,0.025856294,0.004663797,0.054864542,1.3488768,0.000637506,1.221694132
1934,0.005158075,0.07991328,0.145086413,0.066555924,7.27E-06,0.03961103,0.019235554,0.10120282,0.0045901,0.026559682,0.019065008,0.001170013,0.030191492,0.005612822,0.001773317,0.033281233,0,0.180427362,0.028870568,0.009235875,0.031259137,0.005792101,0.066361763,1.4362386,0.000718114,1.318269611
1935,0.00537823,0.07879575,0.148986339,0.077009794,3.63E-06,0.0413932,0.020001212,0.10638249,0.005398864,0.029750402,0.021662626,0.001129449,0.033108737,0.005907083,0.001890565,0.036086359,0,0.204225201,0.032156788,0.00974514,0.035353648,0.005935145,0.075112068,1.4923209,0.000729106,1.367279772
1936,0.005617306,0.08616311,0.160032321,0.080211138,0,0.04068448,0.021767288,0.11684907,0.00633643,0.033465639,0.02221292,0.001016096,0.035690024,0.006680823,0.001919877,0.035279567,0,0.234172255,0.035251944,0.011258105,0.040501221,0.005865499,0.08612339,1.7134117,0.000828034,1.42659252
1937,0.006731251,0.09348301,0.174469344,0.076219162,0,0.045067284,0.025343888,0.12543096,0.006779388,0.041416192,0.025130572,0.001155358,0.038137219,0.008250587,0.002791909,0.044398252,0,0.239458224,0.036816148,0.012162638,0.04144116,0.004245714,0.088068876,1.7926099,0.001080849,1.566027546
1938,0.007179338,0.08554354,0.185842462,0.067319074,0,0.050379656,0.026732544,0.13173512,0.009072064,0.041548364,0.02447615,0.001408203,0.037942421,0.009231091,0.00281019,0.040460083,0,0.252737389,0.038699296,0.011766688,0.043741587,0.004633889,0.092953056,1.5157499,0.001095475,1.546561682
1939,0.005614746,0.09500384,0.182975303,0.081662944,1.45E-05,0.049312224,0.029201396,0.12774684,0.011840867,0.047216572,0.022826158,0.002738918,0.042445465,0.010165744,0.003033673,0.040957318,0,0.2558373,0.04015727,0.01478627,0.044279313,0.004904937,0.094092952,1.6709204,0.000908529,1.591491124
1940,0.005654414,0.10862177,0.311527493,0.09855821,7.27E-06,0.05230953,0.028733088,0.15324427,0.015231248,0.040049966,0.023378442,0.003720914,0.040105135,0.011433535,0.003491673,0.045258117,0,0.306713981,0.04151709,0.015643676,0.05309603,0.005469282,0.112807588,1.8749851,0.000912242,1.532193434
1941,0.00628067,0.12015184,0.298564375,0.121968446,1.45E-05,0.0535811,0.026486372,0.15460458,0.016984678,0.030391841,0.022710594,0.004786916,0.044335189,0.01047879,0.003803113,0.045225563,0,0.269456045,0.0443272,0.013810844,0.046624844,0.005619476,0.09910824,2.043585,0.001091694,1.515100948
1942,0.005866699,0.13107741,0.319288308,0.13403179,2.18E-05,0.053529536,0.009456784,0.14779184,0.018751231,0.04252365,0.019116282,0.004823556,0.047122843,0.011156249,0.004169543,0.042520733,0,0.146525448,0.048423256,0.006316023,0.02549555,0.004945538,0.053892106,2.1982648,0.001384725,1.506028134
1943,0.006474923,0.13806214,0.343668979,0.115419949,2.54E-05,0.046644424,0.019027152,0.15063747,0.018171456,0.046322525,0.019197288,0.004977081,0.046564211,0.011043852,0.0047704,0.042559214,0,0.15292245,0.048764124,0.0064039,0.026608636,0.006118197,0.056244929,2.2720591,0.001582581,1.49100278
1944,0.005895771,0.1404072,0.321266159,0.107633885,1.82E-05,0.047695988,0.008771616,0.1387327,0.019198981,0.060681623,0.020265532,0.005368635,0.046496401,0.01132367,0.004851025,0.048187546,0,0.221765988,0.0545671,0.005345657,0.038587471,0.007022729,0.081565605,2.4449037,0.001827979,1.320105598
1945,0.006822912,0.130520904,0.153421995,0.058079618,7.33E-06,0.052874036,0.003806896,0.07663516,6.91E-05,0.079067695,0.022768986,0.00558856,0.044779228,0.011605072,0.004509979,0.047932797,0,0.234756791,0.05586809,0.002458395,0.040750377,0.007088681,0.086345026,2.3595515,0.001553232,0.802450427
1946,0.007460241,0.13842214,0.217430542,0.038968634,0,0.052225,0.001344688,0.05270656,0.000559968,0.105781326,0.025623044,0.005799881,0.048271879,0.01144395,0.00436711,0.050174991,0.00075112,0.263805655,0.056043452,0.002384877,0.045725209,0.007022581,0.097031143,2.2574938,0.001948921,1.115760317
1947,0.008947467,0.14354786,0.221729578,0.045473566,3.63E-06,0.05318028,0.004056018,0.07003237,0.000970306,0.126596118,0.029351926,0.006114397,0.050227837,0.012605768,0.004095915,0.053951482,0.000776768,0.317654689,0.055834308,0.007000982,0.055026444,0.007476798,0.116839266,2.4858545,0.00188649,1.285970763
1948,0.007847465,0.15850656,0.236726894,0.04296429,7.27E-06,0.05320408,0.015494907,0.08808237,0.003074037,0.101014522,0.030509422,0.008037134,0.052515014,0.013154484,0.004579554,0.062225574,0.000856089,0.337999115,0.05709815,0.002680322,0.058492515,0.007700331,0.124325327,2.5825587,0.002011031,1.396219829
1949,0.0073668,0.1450219,0.266428066,0.06658273,7.27E-06,0.05618784,0.021903392,0.098420104,0.003957031,0.033841372,0.028958958,0.009582832,0.053672835,0.014175272,0.005187707,0.063865711,0.001229425,0.384214916,0.06058607,0.014247365,0.06647097,0.007967684,0.141328215,2.1648622,0.001959646,1.486008794
1950,0.019659072,0.15413376,0.270367493,0.084223428,0.002242309,0.06110256,0.009885472,0.102540984,0.002964117,0.022333688,0.03050761,0.017938845,0.064658972,0.011738456,0.007334516,0.093754453,0.008084766,0.428252016,0.061031116,0.012825193,0.074034058,0.009488155,0.157529757,2.5414853,0.006321213,1.540428333
1951,0.021659348,0.16267803,0.293647908,0.108873418,0.002799147,0.064022116,0.009452704,0.12345765,0.003919826,0.015982203,0.0348894,0.0191614,0.069716906,0.013531199,0.007964516,0.109617587,0.009505782,0.464115183,0.065141676,0.015191191,0.080191263,0.010184316,0.170726495,2.6187116,0.00605853,1.7160613
1952,0.02493431,0.15940875,0.317079621,0.136226593,0.003194859,0.06742614,0.012805116,0.13042796,0.004352089,0.01309458,0.037212196,0.019953093,0.072415302,0.014073451,0.009052393,0.116530691,0.010337419,0.496994394,0.0708829,0.018459542,0.085860163,0.010473534,0.182827013,2.5512195,0.007241969,1.732422837
1953,0.02521844,0.16060818,0.342331409,0.14228831,0.003297332,0.068704824,0.01317515,0.1459017,0.006428924,0.014277311,0.036706536,0.020574455,0.072172755,0.014286089,0.009652841,0.115413905,0.010633898,0.525789628,0.07099607,0.019056289,0.090821022,0.012964756,0.193425356,2.6129713,0.007486311,1.746183399
1954,0.029675626,0.16296766,0.368213881,0.16967208,0.003582797,0.072413624,0.01484227,0.14268066,0.0099455,0.019303273,0.03627019,0.021107376,0.077709507,0.01467987,0.01057209,0.121365827,0.010486941,0.574229315,0.07389781,0.022646409,0.099143166,0.013433034,0.211253213,2.4894623,0.008376065,1.834024165
1955,0.034023692,0.16947317,0.390530146,0.200209888,0.003959726,0.07878774,0.020972142,0.14203622,0.013789602,0.036639571,0.039661988,0.020828084,0.082317356,0.01619481,0.012418083,0.136042054,0.010677463,0.651119922,0.082936184,0.02584446,0.112417669,0.013619423,0.239546529,2.728512,0.009260422,1.972631895
1956,0.036608456,0.18980243,0.418753956,0.226344136,0.004285588,0.08165637,0.021939438,0.16082262,0.016518391,0.04489704,0.042134116,0.020345064,0.086600837,0.016221851,0.013696343,0.147559262,0.012094998,0.713913394,0.0872628,0.025580981,0.123341217,0.014358958,0.262646858,2.859995,0.009516458,2.071943273
1957,0.03597408,0.18281142,0.453560096,0.267122188,0.004717786,0.09163535,0.022558238,0.1882866,0.019503125,0.045800383,0.049277788,0.022392883,0.087113985,0.024455076,0.014454166,0.156929222,0.013460568,0.781256995,0.08965152,0.020381563,0.13504649,0.015969929,0.287415698,2.8357722,0.010376768,2.095107944
1958,0.03905393,0.1821552,0.469394621,0.537725793,0.004732206,0.095815784,0.022352846,0.18142102,0.024641606,0.051130791,0.0540081,0.023960985,0.089127572,0.029805674,0.013310353,0.139682565,0.014457081,0.833920779,0.09625328,0.024722097,0.1442493,0.016034868,0.306776305,2.7471076,0.01041411,2.047414507
1959,0.03901708,0.18448136,0.496155494,0.7352277,0.005171577,0.101447256,0.02402345,0.19292045,0.031087126,0.053575932,0.05828697,0.023753484,0.094255724,0.02795135,0.014366295,0.157957144,0.01426668,0.876760045,0.09447287,0.025526958,0.151707421,0.017191804,0.322527053,2.8319232,0.010077019,2.044874229
1960,0.04685182,0.19271618,0.528185358,0.814971121,0.00537658,0.11132505,0.021564728,0.23282957,0.036328556,0.073477115,0.06305229,0.028236577,0.100119208,0.025432908,0.014029126,0.152288729,0.016889502,0.912844231,0.09784351,0.028475617,0.158025887,0.016798536,0.335781628,2.897315,0.011081402,2.216421623
1961,0.04913605,0.19400069,0.559760096,0.587990725,0.00535482,0.12040427,0.026203114,0.28313133,0.040875314,0.077142973,0.065239908,0.02985238,0.099981099,0.027066381,0.012934302,0.152620359,0.017545029,0.941426234,0.10211984,0.030903224,0.163122768,0.017340838,0.346253805,2.8868728,0.011732999,2.291614664
1962,0.05361325,0.20699077,0.596083858,0.479530838,0.00587123,0.132581544,0.02317275,0.2932783,0.047948982,0.087690738,0.06374371,0.030148859,0.103096182,0.032552606,0.012762341,0.162016715,0.019423947,0.988118686,0.10566999,0.035681529,0.1713647,0.021604546,0.363376947,2.993902,0.01188248,2.41998693
1963,0.05552304,0.21091078,0.640362525,0.47784117,0.006373098,0.14244414,0.023019576,0.32526416,0.053909718,0.100953229,0.06629219,0.034306137,0.109293218,0.027092376,0.012102821,0.163856158,0.021830649,1.059749068,0.10972515,0.038800143,0.1839195,0.022639942,0.389682194,3.1264876,0.013827675,2.553068522
1964,0.056626316,0.23757773,0.684263632,0.483937096,0.006691537,0.13948827,0.022641738,0.3593491,0.057813342,0.118466164,0.07420013,0.038966002,0.118420955,0.033953546,0.012479889,0.173521269,0.022273731,1.127100786,0.119546024,0.046793266,0.195732735,0.026302962,0.414404678,3.2643136,0.015955894,2.649079108
1965,0.056279224,0.251917,0.697697946,0.525022179,0.007379713,0.15370194,0.024972338,0.38696947,0.069200432,0.145442119,0.0751679,0.04192767,0.129140357,0.034764312,0.013900988,0.183813454,0.023793392,1.195661669,0.12814005,0.048981116,0.207718515,0.027352956,0.439573066,3.399547,0.022285982,2.686446806
1966,0.064162424,0.25907437,0.713487776,0.57618555,0.008127073,0.15937339,0.023715704,0.41978006,0.07758215,0.16744519,0.08084457,0.045921283,0.1319054,0.03527505,0.015215979,0.18782697,0.024243484,1.262690083,0.12823488,0.059040894,0.219422856,0.03150576,0.464188246,3.5714214,0.023582887,2.75266951
1967,0.066032556,0.28163702,0.734422894,0.490563322,0.009533701,0.15955582,0.024976062,0.489912,0.087505272,0.172059736,0.09000553,0.055065142,0.13812757,0.037931797,0.015296736,0.201295536,0.025986506,1.320363866,0.13376012,0.071039421,0.229532332,0.033479114,0.48535461,3.705461,0.023389499,2.768654691
1968,0.07722415,0.30326134,0.778978442,0.528493921,0.010584757,0.17406933,0.028064576,0.5625611,0.096466124,0.200417261,0.09388723,0.071249842,0.144882698,0.040206882,0.017709444,0.210380837,0.029421748,1.357501617,0.13795374,0.082556402,0.23607602,0.03626549,0.49896501,3.8409196,0.019769972,2.920089745
1969,0.08408842,0.3071192,0.830992865,0.644576099,0.011972872,0.17741336,0.033919142,0.6538456,0.10654759,0.229710094,0.102176184,0.076119427,0.153084959,0.042662137,0.019515162,0.227146855,0.02961841,1.41377245,0.14314285,0.085793803,0.245917821,0.038752696,0.519635112,4.0351452,0.026966268,3.092881273
1970,0.0934882,0.3411772,0.899006829,0.848130892,0.013027407,0.18172264,0.03648388,0.7697403,0.12719267,0.242780879,0.11395068,0.080038837,0.16544096,0.051490748,0.021064653,0.244337944,0.029801909,1.486903452,0.14961818,0.115246872,0.258563927,0.042579228,0.546612392,4.339686,0.038656821,3.208822667
1971,0.10233705,0.35228742,0.935942818,0.953094838,0.01391258,0.19196368,0.039779664,0.79964346,0.165986746,0.286793878,0.12618231,0.075684644,0.16971515,0.057759394,0.022898331,0.244202115,0.028338737,1.57795021,0.16840349,0.117457947,0.274440972,0.047638156,0.580039788,4.365465,0.050713842,3.27916013
1972,0.114018824,0.38079168,0.963648737,1.017299397,0.014637629,0.20303598,0.044574028,0.86104646,0.149751964,0.307115807,0.13226076,0.081777812,0.172660073,0.061911071,0.023186556,0.248537878,0.027751997,1.660235077,0.17155358,0.125762476,0.288668817,0.05372184,0.610301534,4.573015,0.060532406,3.370534792
1973,0.132060776,0.38127318,1.006079398,1.061519521,0.014677793,0.20909504,0.050442784,0.9142623,0.17029997,0.36919759,0.1440405,0.091050977,0.192176117,0.071023454,0.026464334,0.260606599,0.030306606,1.730387657,0.17335222,0.133806617,0.300804316,0.05931,0.636074372,4.785434,0.072275811,3.527012245
1974,0.1430157,0.38961693,1.030319184,1.082085049,0.016200399,0.21585318,0.052813016,0.9143025,0.17716201,0.382795944,0.15470144,0.083795151,0.189031142,0.071590195,0.024508015,0.273514592,0.031315138,1.796319027,0.17654429,0.127328209,0.312194699,0.060928644,0.660280802,4.621419,0.087135413,3.432979924
1975,0.15032658,0.39678678,1.091337258,1.24202842,0.014868011,0.23420912,0.055464088,0.8697964,0.18928955,0.369035197,0.16410358,0.091239009,0.195167191,0.07861599,0.023062206,0.261331069,0.033421645,1.888223096,0.18500122,0.133775064,0.32808252,0.06541933,0.694045512,4.478563,0.072846697,3.288418734
1976,0.15460698,0.39896224,1.147487988,1.299654456,0.013279268,0.24474938,0.063360106,0.90955546,0.20313541,0.434690869,0.1836935,0.108803907,0.192512895,0.083076408,0.02500473,0.264721983,0.033420443,1.960948503,0.19290502,0.141948224,0.340510402,0.0733594,0.720704852,4.7481114,0.079921757,3.509453959
1977,0.16236336,0.40779043,1.185314345,1.421433474,0.013673756,0.25896173,0.083995594,0.9355299,0.219124884,0.453254928,0.19233771,0.119236955,0.205846153,0.089650516,0.023018931,0.272444994,0.035758224,2.027654387,0.1997346,0.145867439,0.35187235,0.08112072,0.745147104,4.8899533,0.077254605,3.439329026
1978,0.17711718,0.41552867,1.240693778,1.585697462,0.013718105,0.26314957,0.095612558,0.90506426,0.22133223,0.459738954,0.22204758,0.143351913,0.212025797,0.088413368,0.025154686,0.284992941,0.03798578,2.097308248,0.20187589,0.158209743,0.363760545,0.07671387,0.770666134,4.9417083,0.07823806,3.523098549
1979,0.18778715,0.44167677,1.253295539,1.623956025,0.014300753,0.27628474,0.09693236,0.9571302,0.243137224,0.494454403,0.24017538,0.138981973,0.212021836,0.091590526,0.025240052,0.306548994,0.041352528,2.114703656,0.21866717,0.166175178,0.366569296,0.07503784,0.777013284,5.0089554,0.101796845,3.666964173
1980,0.18619069,0.44284685,1.277097781,1.601993528,0.016521138,0.2917111,0.096701206,0.948535,0.24860662,0.479348816,0.26764469,0.163686336,0.225402209,0.090426278,0.026122547,0.322163175,0.045280917,2.197893706,0.2281978,0.164732653,0.38076829,0.07521227,0.807590748,4.8088776,0.101495655,3.536006375
1981,0.17132443,0.42962973,1.233841864,1.577305968,0.015586298,0.31496618,0.102227978,0.93036883,0.25398468,0.473205,0.2835867,0.151470233,0.233666442,0.084539519,0.025063519,0.31839464,0.048659166,2.156098024,0.25707526,0.154481253,0.373356577,0.07918599,0.792029366,4.686743,0.099679654,3.353684004
1982,0.1714997,0.4144549,1.243301758,1.708788551,0.014002714,0.32538,0.10752956,0.9007133,0.257674,0.478267018,0.3037637,0.152605793,0.239170463,0.085545919,0.024026354,0.319369954,0.052856052,2.196751762,0.2804333,0.15829953,0.380316046,0.08621003,0.80698641,4.447602,0.100897292,3.22992373
1983,0.16589979,0.4083385,1.26086554,1.805917535,0.014577286,0.35219885,0.107191722,0.8844199,0.274296744,0.505093675,0.27743043,0.1685762,0.22841594,0.080910818,0.025112436,0.319936583,0.056215787,2.227929721,0.29190208,0.176772069,0.385515889,0.089812184,0.81835304,4.429711,0.094639727,3.177086644
1984,0.16756746,0.42523334,1.275190614,1.958946994,0.013597851,0.36155946,0.114504742,0.9405276,0.29536208,0.528081134,0.27649107,0.192135395,0.239584876,0.081660693,0.02376162,0.323895629,0.059176919,2.247728722,0.315593,0.169302468,0.388769139,0.09490603,0.82554684,4.662488,0.104499693,3.18757433
1985,0.18011074,0.4217187,1.297448594,2.115429116,0.01426133,0.3975921,0.123722504,0.91526336,0.31304238,0.5657706,0.2871811,0.197060797,0.249606606,0.085331542,0.023749214,0.32169196,0.065282403,2.424072297,0.32386134,0.175481091,0.41926086,0.10566235,0.890479584,4.652938,0.107205608,3.254483827
1986,0.1972384,0.40470794,1.314476752,2.234543556,0.015568368,0.42630938,0.124228912,0.91404794,0.33313255,0.598750478,0.29321926,0.215139921,0.250113692,0.083176298,0.026398846,0.33252021,0.068148414,2.425979788,0.3304971,0.182476844,0.423011898,0.11561787,0.901003524,4.663711,0.102568423,3.240668244
1987,0.20596768,0.43098205,1.324802593,2.395483822,0.016535729,0.45534304,0.126212448,0.9021781,0.36097704,0.601906784,0.30579018,0.222530001,0.261831087,0.088481542,0.029793697,0.35128424,0.073030321,2.432373298,0.3286647,0.191203435,0.423640832,0.128442184,0.883115796,4.8260127,0.092755357,3.259618219
1988,0.20769526,0.4556691,1.299306732,2.580728268,0.017780128,0.49169216,0.13491961,0.9846975,0.41018391,0.653207403,0.30541814,0.227603937,0.269395206,0.088478755,0.030443891,0.372571557,0.07863798,2.514116822,0.3426547,0.209900656,0.445988745,0.12472751,0.88111944,5.0508585,0.10688326,3.251253453
1989,0.21207106,0.46288515,1.266321369,2.628410599,0.017080943,0.5406511,0.13370704,1.02127795,0.4327592,0.685068651,0.32321626,0.224710206,0.285723381,0.091575272,0.030030864,0.367687146,0.081048755,2.481995497,0.34071104,0.230537221,0.439581414,0.13756995,0.830878438,5.1325435,0.08604251,3.331166128
1990,0.218658,0.4580149,1.16033038,2.646952892,0.019203323,0.577996,0.157235262,1.1573932,0.36888975,0.666529147,0.3167458,0.224319783,0.307145465,0.086751163,0.032045272,0.379552988,0.088843486,2.612513739,0.31293024,0.258041185,0.435839419,0.15161498,0.8510507,5.120957,0.069837905,3.489956253
1991,0.229394,0.44975613,1.044020755,2.781117262,0.017943816,0.615365,0.177034098,1.169093,0.38850728,1.208133022,0.3298275,0.238416242,0.309255986,0.086871227,0.032999335,0.376578647,0.089648549,2.480054471,0.3260267,0.282671652,0.419428799,0.15812632,0.76659215,5.0629565,0.072276977,3.520545267
1992,0.233601,0.46349674,0.977635374,2.918059061,0.018241674,0.65544704,0.201609742,1.178892,0.39788706,0.815879208,0.33245328,0.23674216,0.31619902,0.08619742,0.034614792,0.384411389,0.095673024,2.043679713,0.3013254,0.30898401,0.397459364,0.16406488,0.703743828,5.1742275,0.075728653,3.448082369
1993,0.244306,0.46416,0.942363018,3.120770732,0.017831739,0.67729926,0.217299812,1.1718925,0.41975551,0.893518117,0.33772192,0.256127899,0.320449471,0.084711187,0.035608677,0.408339712,0.101488986,1.927561143,0.3203453,0.343182564,0.364989178,0.17113886,0.606728029,5.2728504,0.076517112,3.389520327
1994,0.254002,0.47863056,0.910212643,3.305426872,0.019002393,0.71406374,0.221557591,1.2268932,0.437275164,0.956229353,0.35153392,0.272599924,0.325587874,0.088538782,0.042530986,0.401494553,0.110489726,1.698361902,0.33869757,0.379342571,0.327434127,0.16756565,0.499798464,5.3642793,0.117391959,3.387694488
1995,0.268678,0.49141366,0.917852054,3.571929964,0.020962125,0.76046163,0.224469648,1.2391949,0.45974762,0.952943193,0.3309053,0.295389006,0.337200979,0.095353204,0.041681984,0.420771866,0.114709367,1.65868953,0.3616936,0.408291953,0.314610253,0.18135525,0.46238318,5.4252595,0.124811651,3.42259455
1996,0.289311,0.50772867,0.953810975,3.725021862,0.023516306,0.8236207,0.255255068,1.2516947,0.487287596,0.953381108,0.34154394,0.298085992,0.345569826,0.101313822,0.043517488,0.430433798,0.126327622,1.624618534,0.36373232,0.443316596,0.302819122,0.1996467,0.425191574,5.612983,0.143421193,3.505059225
1997,0.306949,0.52202192,0.931276617,3.745854955,0.023969014,0.8580112,0.282556298,1.2443953,0.508646264,0.925141812,0.36246246,0.299046142,0.355607233,0.107554541,0.044578313,0.459867895,0.129117695,1.519766422,0.38522275,0.487293465,0.294360059,0.21210821,0.409404125,5.6881423,0.141111243,3.442537036
1998,0.317359,0.52963574,0.886545069,3.613123616,0.025441568,0.87577235,0.248116036,1.2045942,0.4367871,0.964570078,0.3811018,0.33188697,0.367982128,0.112747989,0.045584658,0.473644674,0.13187726,1.505396538,0.37726246,0.448911002,0.30710061,0.21213504,0.395324868,5.733281,0.132295455,3.491566442
1999,0.327256,0.5438656,0.824697119,3.816759494,0.026412476,0.96076294,0.294706059,1.2411954,0.474658716,1.058389252,0.38604,0.320555588,0.379734385,0.116148791,0.047245221,0.485728361,0.138089207,1.530351579,0.374891,0.454355068,0.289808406,0.20792792,0.361228926,5.803918,0.130763767,3.475491527
2000,0.340183,0.5662614,0.830964728,3.92540304,0.028257084,0.9864447,0.284488127,1.2639932,0.509145606,1.170428191,0.39143894,0.335223736,0.386867164,0.123838624,0.044904275,0.47225048,0.145544977,1.516899505,0.37830688,0.471945899,0.313028146,0.22993666,0.344153136,6.0101356,0.144147896,3.499277857
2001,0.34616598,0.55836045,0.847657891,4.007107212,0.028773487,1.0005267,0.320482015,1.2493934,0.52729513,1.222195336,0.40748467,0.324844736,0.396743102,0.12894654,0.044717259,0.445836681,0.152022823,1.551320245,0.37162397,0.490152,0.30516828,0.21358122,0.361680873,5.9077396,0.150631371,3.555048653
2002,0.34776502,0.5637285,0.837540412,4.390683704,0.028824562,1.0321398,0.312410244,1.2789947,0.5447065,1.226219899,0.41030106,0.330358844,0.402020758,0.133823567,0.044748472,0.472180427,0.160883185,1.541783418,0.35652314,0.513820623,0.327025364,0.22122565,0.35379678,5.946308,0.13952986,3.549729312
2003,0.344645,0.58079245,0.874614198,5.142802628,0.029995257,1.06773696,0.343663107,1.2874949,0.55535202,1.305651158,0.4359687,0.357689734,0.411394077,0.140768203,0.045481905,0.475890661,0.167279503,1.574693081,0.40440966,0.550444464,0.354163084,0.23676565,0.366737632,6.0101453,0.152057087,3.610535472
2004,0.361434,0.57916275,0.883690341,5.528371348,0.033869963,1.1338276,0.348212918,1.2828947,0.5631114,1.403508864,0.43858845,0.365460432,0.424595751,0.137032626,0.044655091,0.495424879,0.182851261,1.584173079,0.44930698,0.601341947,0.373176986,0.24476859,0.373492716,6.112655,0.152422367,3.616837975
2005,0.364371,0.5728548,0.87285726,6.20292183,0.034771018,1.1945924,0.35291833,1.2902962,0.573698516,1.451704322,0.46343184,0.402401476,0.429290787,0.145901099,0.045949661,0.517126179,0.189319978,1.606160553,0.4162012,0.613428403,0.377529063,0.26487064,0.377778398,6.132183,0.160038014,3.607913959
2006,0.368871,0.56817325,0.902333226,6.823520658,0.037762189,1.2924846,0.352001092,1.2672954,0.57964839,1.541259826,0.47451907,0.408086356,0.435415498,0.156345168,0.048083535,0.540235418,0.203346114,1.668018466,0.44677002,0.617083966,0.403090644,0.28236832,0.399834965,6.052686,0.150462704,3.603872767
2007,0.390573,0.59188864,0.914820631,7.320516676,0.04122459,1.392506,0.394727208,1.3029962,0.585186792,1.521971627,0.47359523,0.416590082,0.441807464,0.160081591,0.048201128,0.553317727,0.219052632,1.665279883,0.4650446,0.63874972,0.409497771,0.31369334,0.402016244,6.130123,0.145828651,3.53233898
2008,0.412638,0.5757699,0.891433683,7.824222861,0.043100532,1.4894374,0.371548015,1.2321957,0.60298024,1.666782218,0.47298128,0.435421116,0.447858593,0.159803506,0.048698605,0.575060932,0.221573238,1.695984607,0.49469814,0.673582639,0.425034597,0.31062214,0.394010192,5.9151186,0.152825772,3.460962542
2009,0.389775,0.54281075,0.815755927,8.200607416,0.046095864,1.6122163,0.404528457,1.1633926,0.6054835,1.742589704,0.46029354,0.453245438,0.447418264,0.157698836,0.05091302,0.571475192,0.229738082,1.584635934,0.4745232,0.687358074,0.395392719,0.3164123,0.342710596,5.4807255,0.1434618,3.18058816
2010,0.44026902,0.5547343,0.843476512,8.94636099,0.047313415,1.6773372,0.450833931,1.2147981,0.65969797,1.856718978,0.45640896,0.463611762,0.446670485,0.166312262,0.056248654,0.631953695,0.236317183,1.670793045,0.46299968,0.736134436,0.424545313,0.31619306,0.361641825,5.6797153,0.186484586,3.269678956
2011,0.46258,0.5633204,0.857234812,9.874916954,0.0500343,1.7647124,0.506456851,1.2647967,0.67127654,1.88362863,0.4833016,0.476858124,0.444797136,0.16576832,0.060679575,0.626436244,0.244361303,1.728892712,0.46590784,0.764422982,0.430859704,0.3420573,0.374628984,5.546116,0.20393028,3.11853948
2012,0.498309,0.5642212,0.820802935,10.13144811,0.051191723,1.9256997,0.520921584,1.3059977,0.674664724,2.018638898,0.5014886,0.49642677,0.448789408,0.16363064,0.068418374,0.645627575,0.248072697,1.748044469,0.45896522,0.784128861,0.445162257,0.3561072,0.371735046,5.344086,0.193935097,3.096224047
2013,0.53241802,0.5688538,0.790681774,10.31967921,0.056532612,1.9950981,0.494205652,1.3152978,0.67069204,1.981668726,0.4954151,0.48848857,0.441397293,0.164507894,0.070781928,0.675967658,0.248982828,1.687540174,0.45864656,0.829616947,0.444430824,0.34733174,0.366503914,5.4801567,0.208081114,3.035075276
2014,0.557901,0.56646886,0.764374706,10.34362826,0.055598312,2.1483438,0.494635437,1.2638057,0.66915462,2.008738562,0.4840445,0.533397584,0.436419342,0.166671322,0.076994521,0.666344798,0.261056818,1.688850429,0.4719649,0.881721061,0.459325064,0.3640283,0.326046686,5.528681,0.219382439,2.872819086
